Nes,M,pA,rep,sweeps
200.0,1,0.001,228,712
200.0,1,0.001,229,746
200.0,1,0.001,230,733
200.0,1,0.001,231,730
200.0,1,0.001,232,739
200.0,1,0.001,233,753
200.0,1,0.001,234,765
200.0,1,0.001,235,715
200.0,1,0.001,236,682
200.0,1,0.001,237,695
200.0,1,0.001,238,694
200.0,1,0.001,239,692
200.0,1,0.001,240,723
200.0,1,0.001,241,704
200.0,1,0.001,242,736
200.0,1,0.001,243,745
200.0,1,0.001,244,749
200.0,1,0.001,245,699
200.0,1,0.001,246,793
200.0,1,0.001,247,720
200.0,1,0.001,248,738
200.0,1,0.001,249,681
200.0,1,0.001,250,748
200.0,1,0.001,251,722
200.0,1,0.001,252,761
200.0,1,0.001,253,730
200.0,1,0.001,254,685
200.0,1,0.001,255,783
200.0,1,0.001,256,737
200.0,1,0.001,257,723
200.0,1,0.001,258,744
200.0,1,0.001,259,743
200.0,1,0.001,260,760
200.0,1,0.001,261,688
200.0,1,0.001,262,738
200.0,1,0.001,263,723
200.0,1,0.001,264,775
200.0,1,0.001,265,695
200.0,1,0.001,266,775
200.0,1,0.001,267,728
200.0,1,0.001,268,713
200.0,1,0.001,269,732
200.0,1,0.001,270,748
200.0,1,0.001,271,717
200.0,1,0.001,272,728
200.0,1,0.001,273,736
200.0,1,0.001,274,707
200.0,1,0.001,275,744
200.0,1,0.001,276,721
200.0,1,0.001,277,712
200.0,1,0.001,278,737
200.0,1,0.001,279,754
200.0,1,0.001,280,719
200.0,1,0.001,281,769
200.0,1,0.001,282,687
200.0,1,0.001,283,728
200.0,1,0.001,284,778
200.0,1,0.001,285,724
200.0,1,0.001,286,717
200.0,1,0.001,287,671
200.0,1,0.001,288,786
200.0,1,0.001,289,702
200.0,1,0.001,290,737
200.0,1,0.001,291,713
200.0,1,0.001,292,694
200.0,1,0.001,293,690
200.0,1,0.001,294,756
200.0,1,0.001,295,697
200.0,1,0.001,296,691
200.0,1,0.001,297,748
200.0,1,0.001,298,761
200.0,1,0.001,299,746
200.0,1,0.001,300,780
200.0,1,0.001,301,718
200.0,1,0.001,302,732
200.0,1,0.001,303,713
200.0,1,0.001,304,739
200.0,1,0.001,305,718
200.0,1,0.001,306,677
200.0,1,0.001,307,725
200.0,1,0.001,308,729
200.0,1,0.001,309,694
200.0,1,0.001,310,712
200.0,1,0.001,311,744
200.0,1,0.001,312,740
200.0,1,0.001,313,719
200.0,1,0.001,314,759
200.0,1,0.001,315,742
200.0,1,0.001,316,740
200.0,1,0.001,317,649
200.0,1,0.001,318,745
200.0,1,0.001,319,730
200.0,1,0.001,320,745
200.0,1,0.001,321,729
200.0,1,0.001,322,783
200.0,1,0.001,323,743
200.0,1,0.001,324,738
200.0,1,0.001,325,705
200.0,1,0.001,326,690
200.0,1,0.001,327,672
200.0,1,0.001,328,741
200.0,1,0.001,329,765
200.0,1,0.001,330,709
200.0,1,0.001,331,756
200.0,1,0.001,332,748
200.0,1,0.001,333,752
200.0,1,0.001,334,704
200.0,1,0.001,335,727
200.0,1,0.001,336,728
200.0,1,0.001,337,749
200.0,1,0.001,338,774
200.0,1,0.001,339,706
200.0,1,0.001,340,737
200.0,1,0.001,341,711
200.0,1,0.001,342,737
200.0,1,0.001,343,753
200.0,1,0.001,344,694
200.0,1,0.001,345,701
200.0,1,0.001,346,712
200.0,1,0.001,347,699
200.0,1,0.001,348,695
200.0,1,0.001,349,744
200.0,1,0.001,350,707
200.0,1,0.001,351,684
200.0,1,0.001,352,739
200.0,1,0.001,353,745
200.0,1,0.001,354,697
200.0,1,0.001,355,741
200.0,1,0.001,356,758
200.0,1,0.001,357,673
200.0,1,0.001,358,780
200.0,1,0.001,359,771
200.0,1,0.001,360,723
200.0,1,0.001,361,728
200.0,1,0.001,362,734
200.0,1,0.001,363,675
200.0,1,0.001,364,683
200.0,1,0.001,365,747
200.0,1,0.001,366,746
200.0,1,0.001,367,738
200.0,1,0.001,368,752
200.0,1,0.001,369,742
200.0,1,0.001,370,735
200.0,1,0.001,371,744
200.0,1,0.001,372,786
200.0,1,0.001,373,750
200.0,1,0.001,374,744
200.0,1,0.001,375,734
200.0,1,0.001,376,746
200.0,1,0.001,377,754
200.0,1,0.001,378,759
200.0,1,0.001,379,757
200.0,1,0.001,380,772
200.0,1,0.001,381,751
200.0,1,0.001,382,686
200.0,1,0.001,383,728
200.0,1,0.001,384,730
200.0,1,0.001,385,708
200.0,1,0.001,386,745
200.0,1,0.001,387,727
200.0,1,0.001,388,719
200.0,1,0.001,389,744
200.0,1,0.001,390,748
200.0,1,0.001,391,706
200.0,1,0.001,392,731
200.0,1,0.001,393,722
200.0,1,0.001,394,748
200.0,1,0.001,395,683
200.0,1,0.001,396,706
200.0,1,0.001,397,753
200.0,1,0.001,398,728
200.0,1,0.001,399,715
200.0,1,0.001,400,739
200.0,1,0.001,401,762
200.0,1,0.001,402,738
200.0,1,0.001,403,721
200.0,1,0.001,404,734
200.0,1,0.001,405,719
200.0,1,0.001,406,708
200.0,1,0.001,407,745
200.0,1,0.001,408,690
200.0,1,0.001,409,787
200.0,1,0.001,410,699
200.0,1,0.001,411,693
200.0,1,0.001,412,721
200.0,1,0.001,413,783
200.0,1,0.001,414,727
200.0,1,0.001,415,714
200.0,1,0.001,416,695
200.0,1,0.001,417,728
200.0,1,0.001,418,763
200.0,1,0.001,419,759
200.0,1,0.001,420,691
200.0,1,0.001,421,731
200.0,1,0.001,422,743
200.0,1,0.001,423,720
200.0,1,0.001,424,719
200.0,1,0.001,425,712
200.0,1,0.001,426,722
200.0,1,0.001,427,719
200.0,1,0.001,428,781
200.0,1,0.001,429,755
200.0,1,0.001,430,688
200.0,1,0.001,431,767
200.0,1,0.001,432,733
200.0,1,0.001,433,749
200.0,1,0.001,434,692
200.0,1,0.001,435,742
200.0,1,0.001,436,765
200.0,1,0.001,437,722
200.0,1,0.001,438,706
200.0,1,0.001,439,705
200.0,1,0.001,440,754
200.0,1,0.001,441,732
200.0,1,0.001,442,768
200.0,1,0.001,443,707
200.0,1,0.001,444,669
200.0,1,0.001,445,711
200.0,1,0.001,446,726
200.0,1,0.001,447,732
200.0,1,0.001,448,766
200.0,1,0.001,449,754
200.0,1,0.001,450,718
200.0,1,0.001,451,727
200.0,1,0.001,452,707
200.0,1,0.001,453,687
200.0,1,0.001,454,749
200.0,1,0.001,455,674
200.0,1,0.001,456,740
200.0,1,0.001,457,735
200.0,1,0.001,458,751
200.0,1,0.001,459,695
200.0,1,0.001,460,707
200.0,1,0.001,461,757
200.0,1,0.001,462,787
200.0,1,0.001,463,803
200.0,1,0.001,464,728
200.0,1,0.001,465,744
200.0,1,0.001,466,699
200.0,1,0.001,467,729
200.0,1,0.001,468,758
200.0,1,0.001,469,709
200.0,1,0.001,470,746
200.0,1,0.001,471,767
200.0,1,0.001,472,793
200.0,1,0.001,473,689
200.0,1,0.001,474,791
200.0,1,0.001,475,761
200.0,1,0.001,476,720
200.0,1,0.001,477,719
200.0,1,0.001,478,727
200.0,1,0.001,479,764
200.0,1,0.001,480,731
200.0,1,0.001,481,701
200.0,1,0.001,482,739
200.0,1,0.001,483,712
200.0,1,0.001,484,725
200.0,1,0.001,485,727
200.0,1,0.001,486,691
200.0,1,0.001,487,739
200.0,1,0.001,488,738
200.0,1,0.001,489,768
200.0,1,0.001,490,787
200.0,1,0.001,491,717
200.0,1,0.001,492,761
200.0,1,0.001,493,735
200.0,1,0.001,494,681
200.0,1,0.001,495,723
200.0,1,0.001,496,709
200.0,1,0.001,497,743
200.0,1,0.001,498,730
200.0,1,0.001,499,795
200.0,1,0.001,500,672
200.0,1,0.001,501,723
200.0,1,0.001,502,724
200.0,1,0.001,503,705
200.0,1,0.001,504,754
200.0,1,0.001,505,670
200.0,1,0.001,506,739
200.0,1,0.001,507,752
200.0,1,0.001,508,687
200.0,1,0.001,509,744
200.0,1,0.001,510,753
200.0,1,0.001,511,687
200.0,1,0.001,512,781
200.0,1,0.001,513,748
200.0,1,0.001,514,659
200.0,1,0.001,515,720
200.0,1,0.001,516,734
200.0,1,0.001,517,730
200.0,1,0.001,518,773
200.0,1,0.001,519,714
200.0,1,0.001,520,712
200.0,1,0.001,521,753
200.0,1,0.001,522,736
200.0,1,0.001,523,751
200.0,1,0.001,524,746
200.0,1,0.001,525,711
200.0,1,0.001,526,753
200.0,1,0.001,527,685
200.0,1,0.001,528,748
200.0,1,0.001,529,686
200.0,1,0.001,530,717
200.0,1,0.001,531,687
200.0,1,0.001,532,713
200.0,1,0.001,533,723
200.0,1,0.001,534,756
200.0,1,0.001,535,762
200.0,1,0.001,536,742
200.0,1,0.001,537,683
200.0,1,0.001,538,767
200.0,1,0.001,539,711
200.0,1,0.001,540,688
200.0,1,0.001,541,746
200.0,1,0.001,542,768
200.0,1,0.001,543,707
200.0,1,0.001,544,750
200.0,1,0.001,545,733
200.0,1,0.001,546,720
200.0,1,0.001,547,742
200.0,1,0.001,548,748
200.0,1,0.001,549,765
200.0,1,0.001,550,719
200.0,1,0.001,551,730
200.0,1,0.001,552,715
200.0,1,0.001,553,745
200.0,1,0.001,554,714
200.0,1,0.001,555,742
200.0,1,0.001,556,686
200.0,1,0.001,557,737
200.0,1,0.001,558,789
200.0,1,0.001,559,738
200.0,1,0.001,560,752
200.0,1,0.001,561,734
200.0,1,0.001,562,700
200.0,1,0.001,563,740
200.0,1,0.001,564,762
200.0,1,0.001,565,749
200.0,1,0.001,566,782
200.0,1,0.001,567,704
200.0,1,0.001,568,696
200.0,1,0.001,569,752
200.0,1,0.001,570,767
200.0,1,0.001,571,712
200.0,1,0.001,572,776
200.0,1,0.001,573,690
200.0,1,0.001,574,709
200.0,1,0.001,575,707
200.0,1,0.001,576,777
200.0,1,0.001,577,713
200.0,1,0.001,578,760
200.0,1,0.001,579,683
200.0,1,0.001,580,711
200.0,1,0.001,581,721
200.0,1,0.001,582,753
200.0,1,0.001,583,741
200.0,1,0.001,584,728
200.0,1,0.001,585,722
200.0,1,0.001,586,732
200.0,1,0.001,587,733
200.0,1,0.001,588,696
200.0,1,0.001,589,756
200.0,1,0.001,590,696
200.0,1,0.001,591,745
200.0,1,0.001,592,700
200.0,1,0.001,593,754
200.0,1,0.001,594,718
200.0,1,0.001,595,701
200.0,1,0.001,596,796
200.0,1,0.001,597,691
200.0,1,0.001,598,730
200.0,1,0.001,599,698
200.0,1,0.001,600,721
200.0,1,0.001,601,706
200.0,1,0.001,602,704
200.0,1,0.001,603,727
200.0,1,0.001,604,708
200.0,1,0.001,605,681
200.0,1,0.001,606,761
200.0,1,0.001,607,758
200.0,1,0.001,608,706
200.0,1,0.001,609,776
200.0,1,0.001,610,713
200.0,1,0.001,611,675
200.0,1,0.001,612,763
200.0,1,0.001,613,729
200.0,1,0.001,614,762
200.0,1,0.001,615,748
200.0,1,0.001,616,776
200.0,1,0.001,617,760
200.0,1,0.001,618,778
200.0,1,0.001,619,711
200.0,1,0.001,620,756
200.0,1,0.001,621,688
200.0,1,0.001,622,693
200.0,1,0.001,623,706
200.0,1,0.001,624,736
200.0,1,0.001,625,735
200.0,1,0.001,626,724
200.0,1,0.001,627,732
200.0,1,0.001,628,746
200.0,1,0.001,629,760
200.0,1,0.001,630,703
200.0,1,0.001,631,756
200.0,1,0.001,632,731
200.0,1,0.001,633,749
200.0,1,0.001,634,756
200.0,1,0.001,635,701
200.0,1,0.001,636,761
200.0,1,0.001,637,698
200.0,1,0.001,638,711
200.0,1,0.001,639,729
200.0,1,0.001,640,770
200.0,1,0.001,641,704
200.0,1,0.001,642,753
200.0,1,0.001,643,710
200.0,1,0.001,644,702
200.0,1,0.001,645,734
200.0,1,0.001,646,717
200.0,1,0.001,647,752
200.0,1,0.001,648,728
200.0,1,0.001,649,755
200.0,1,0.001,650,692
200.0,1,0.001,651,723
200.0,1,0.001,652,769
200.0,1,0.001,653,683
200.0,1,0.001,654,759
200.0,1,0.001,655,715
200.0,1,0.001,656,681
200.0,1,0.001,657,732
200.0,1,0.001,658,708
200.0,1,0.001,659,708
200.0,1,0.001,660,761
200.0,1,0.001,661,711
200.0,1,0.001,662,769
200.0,1,0.001,663,696
200.0,1,0.001,664,699
200.0,1,0.001,665,768
200.0,1,0.001,666,724
200.0,1,0.001,667,741
200.0,1,0.001,668,731
200.0,1,0.001,669,722
200.0,1,0.001,670,726
200.0,1,0.001,671,723
200.0,1,0.001,672,742
200.0,1,0.001,673,759
200.0,1,0.001,674,796
200.0,1,0.001,675,761
200.0,1,0.001,676,736
200.0,1,0.001,677,735
200.0,1,0.001,678,702
200.0,1,0.001,679,680
200.0,1,0.001,680,727
200.0,1,0.001,681,728
200.0,1,0.001,682,729
200.0,1,0.001,683,715
200.0,1,0.001,684,771
200.0,1,0.001,685,722
200.0,1,0.001,686,758
200.0,1,0.001,687,714
200.0,1,0.001,688,739
200.0,1,0.001,689,758
200.0,1,0.001,690,744
200.0,1,0.001,691,741
200.0,1,0.001,692,761
200.0,1,0.001,693,706
200.0,1,0.001,694,823
200.0,1,0.001,695,691
200.0,1,0.001,696,759
200.0,1,0.001,697,734
200.0,1,0.001,698,736
200.0,1,0.001,699,694
200.0,1,0.001,700,739
200.0,1,0.001,701,774
200.0,1,0.001,702,736
200.0,1,0.001,703,709
200.0,1,0.001,704,678
200.0,1,0.001,705,694
200.0,1,0.001,706,717
200.0,1,0.001,707,743
200.0,1,0.001,708,715
200.0,1,0.001,709,725
200.0,1,0.001,710,772
200.0,1,0.001,711,820
200.0,1,0.001,712,768
200.0,1,0.001,713,706
200.0,1,0.001,714,741
200.0,1,0.001,715,749
200.0,1,0.001,716,721
200.0,1,0.001,717,722
200.0,1,0.001,718,683
200.0,1,0.001,719,724
200.0,1,0.001,720,717
200.0,1,0.001,721,695
200.0,1,0.001,722,760
200.0,1,0.001,723,754
200.0,1,0.001,724,741
200.0,1,0.001,725,789
200.0,1,0.001,726,765
200.0,1,0.001,727,731
200.0,1,0.001,728,726
200.0,1,0.001,729,684
200.0,1,0.001,730,709
200.0,1,0.001,731,709
200.0,1,0.001,732,698
200.0,1,0.001,733,746
200.0,1,0.001,734,679
200.0,1,0.001,735,713
200.0,1,0.001,736,728
200.0,1,0.001,737,719
200.0,1,0.001,738,725
200.0,1,0.001,739,696
200.0,1,0.001,740,775
200.0,1,0.001,741,688
200.0,1,0.001,742,726
200.0,1,0.001,743,728
200.0,1,0.001,744,714
200.0,1,0.001,745,706
200.0,1,0.001,746,714
200.0,1,0.001,747,723
200.0,1,0.001,748,744
200.0,1,0.001,749,713
200.0,1,0.001,750,720
200.0,1,0.001,751,722
200.0,1,0.001,752,722
200.0,1,0.001,753,728
200.0,1,0.001,754,703
200.0,1,0.001,755,693
200.0,1,0.001,756,754
200.0,1,0.001,757,789
200.0,1,0.001,758,743
200.0,1,0.001,759,695
200.0,1,0.001,760,760
200.0,1,0.001,761,748
200.0,1,0.001,762,792
200.0,1,0.001,763,715
200.0,1,0.001,764,711
200.0,1,0.001,765,753
200.0,1,0.001,766,729
200.0,1,0.001,767,717
200.0,1,0.001,768,765
200.0,1,0.001,769,724
200.0,1,0.001,770,693
200.0,1,0.001,771,756
200.0,1,0.001,772,725
200.0,1,0.001,773,687
200.0,1,0.001,774,721
200.0,1,0.001,775,719
200.0,1,0.001,776,768
200.0,1,0.001,777,743
200.0,1,0.001,778,741
200.0,1,0.001,779,768
200.0,1,0.001,780,695
200.0,1,0.001,781,742
200.0,1,0.001,782,755
200.0,1,0.001,783,716
200.0,1,0.001,784,679
200.0,1,0.001,785,735
200.0,1,0.001,786,689
200.0,1,0.001,787,750
200.0,1,0.001,788,789
200.0,1,0.001,789,759
200.0,1,0.001,790,748
200.0,1,0.001,791,732
200.0,1,0.001,792,728
200.0,1,0.001,793,726
200.0,1,0.001,794,708
200.0,1,0.001,795,755
200.0,1,0.001,796,708
200.0,1,0.001,797,710
200.0,1,0.001,798,689
200.0,1,0.001,799,757
200.0,1,0.001,800,749
200.0,1,0.001,801,788
200.0,1,0.001,802,740
200.0,1,0.001,803,732
200.0,1,0.001,804,731
200.0,1,0.001,805,682
200.0,1,0.001,806,740
200.0,1,0.001,807,724
200.0,1,0.001,808,775
200.0,1,0.001,809,762
200.0,1,0.001,810,687
200.0,1,0.001,811,691
200.0,1,0.001,812,791
200.0,1,0.001,813,675
200.0,1,0.001,814,710
200.0,1,0.001,815,729
200.0,1,0.001,816,697
200.0,1,0.001,817,727
200.0,1,0.001,818,761
200.0,1,0.001,819,756
200.0,1,0.001,820,752
200.0,1,0.001,821,734
200.0,1,0.001,822,731
200.0,1,0.001,823,723
200.0,1,0.001,824,770
200.0,1,0.001,825,732
200.0,1,0.001,826,712
200.0,1,0.001,827,759
200.0,1,0.001,828,757
200.0,1,0.001,829,740
200.0,1,0.001,830,746
200.0,1,0.001,831,729
200.0,1,0.001,832,726
200.0,1,0.001,833,742
200.0,1,0.001,834,728
200.0,1,0.001,835,759
200.0,1,0.001,836,673
200.0,1,0.001,837,702
200.0,1,0.001,838,740
200.0,1,0.001,839,772
200.0,1,0.001,840,726
200.0,1,0.001,841,713
200.0,1,0.001,842,750
200.0,1,0.001,843,762
200.0,1,0.001,844,713
200.0,1,0.001,845,704
200.0,1,0.001,846,734
200.0,1,0.001,847,710
200.0,1,0.001,848,707
200.0,1,0.001,849,709
200.0,1,0.001,850,741
200.0,1,0.001,851,691
200.0,1,0.001,852,745
200.0,1,0.001,853,766
200.0,1,0.001,854,752
200.0,1,0.001,855,757
200.0,1,0.001,856,717
200.0,1,0.001,857,715
200.0,1,0.001,858,754
200.0,1,0.001,859,721
200.0,1,0.001,860,734
200.0,1,0.001,861,716
200.0,1,0.001,862,717
200.0,1,0.001,863,721
200.0,1,0.001,864,741
200.0,1,0.001,865,682
200.0,1,0.001,866,734
200.0,1,0.001,867,721
200.0,1,0.001,868,726
200.0,1,0.001,869,755
200.0,1,0.001,870,735
200.0,1,0.001,871,720
200.0,1,0.001,872,703
200.0,1,0.001,873,721
200.0,1,0.001,874,772
200.0,1,0.001,875,750
200.0,1,0.001,876,734
200.0,1,0.001,877,758
200.0,1,0.001,878,813
200.0,1,0.001,879,748
200.0,1,0.001,880,761
200.0,1,0.001,881,742
200.0,1,0.001,882,715
200.0,1,0.001,883,762
200.0,1,0.001,884,753
200.0,1,0.001,885,687
200.0,1,0.001,886,740
200.0,1,0.001,887,748
200.0,1,0.001,888,680
200.0,1,0.001,889,744
200.0,1,0.001,890,789
200.0,1,0.001,891,729
200.0,1,0.001,892,737
200.0,1,0.001,893,717
200.0,1,0.001,894,741
200.0,1,0.001,895,723
200.0,1,0.001,896,745
200.0,1,0.001,897,769
200.0,1,0.001,898,751
200.0,1,0.001,899,701
200.0,1,0.001,900,668
200.0,1,0.001,901,735
200.0,1,0.001,902,704
200.0,1,0.001,903,735
200.0,1,0.001,904,735
200.0,1,0.001,905,705
200.0,1,0.001,906,743
200.0,1,0.001,907,724
200.0,1,0.001,908,770
200.0,1,0.001,909,753
200.0,1,0.001,910,753
200.0,1,0.001,911,690
200.0,1,0.001,912,739
200.0,1,0.001,913,716
200.0,1,0.001,914,702
200.0,1,0.001,915,737
200.0,1,0.001,916,690
200.0,1,0.001,917,741
200.0,1,0.001,918,682
200.0,1,0.001,919,753
200.0,1,0.001,920,752
200.0,1,0.001,921,710
200.0,1,0.001,922,766
200.0,1,0.001,923,679
200.0,1,0.001,924,737
200.0,1,0.001,925,708
200.0,1,0.001,926,706
200.0,1,0.001,927,665
200.0,1,0.001,928,735
200.0,1,0.001,929,723
200.0,1,0.001,930,689
200.0,1,0.001,931,706
200.0,1,0.001,932,753
200.0,1,0.001,933,776
200.0,1,0.001,934,734
200.0,1,0.001,935,718
200.0,1,0.001,936,704
200.0,1,0.001,937,678
200.0,1,0.001,938,727
200.0,1,0.001,939,747
200.0,1,0.001,940,762
200.0,1,0.001,941,691
200.0,1,0.001,942,737
200.0,1,0.001,943,752
200.0,1,0.001,944,704
200.0,1,0.001,945,696
200.0,1,0.001,946,774
200.0,1,0.001,947,694
200.0,1,0.001,948,727
200.0,1,0.001,949,685
200.0,1,0.001,950,683
200.0,1,0.001,951,739
200.0,1,0.001,952,747
200.0,1,0.001,953,707
200.0,1,0.001,954,797
200.0,1,0.001,955,706
200.0,1,0.001,956,758
200.0,1,0.001,957,743
200.0,1,0.001,958,698
200.0,1,0.001,959,728
200.0,1,0.001,960,714
200.0,1,0.001,961,743
200.0,1,0.001,962,692
200.0,1,0.001,963,783
200.0,1,0.001,964,674
200.0,1,0.001,965,718
200.0,1,0.001,966,747
200.0,1,0.001,967,743
200.0,1,0.001,968,757
200.0,1,0.001,969,781
200.0,1,0.001,970,825
200.0,1,0.001,971,718
200.0,1,0.001,972,759
200.0,1,0.001,973,737
200.0,1,0.001,974,677
200.0,1,0.001,975,773
200.0,1,0.001,976,725
200.0,1,0.001,977,715
200.0,1,0.001,978,734
200.0,1,0.001,979,712
200.0,1,0.001,980,713
200.0,1,0.001,981,721
200.0,1,0.001,982,764
200.0,1,0.001,983,755
200.0,1,0.001,984,753
200.0,1,0.001,985,698
200.0,1,0.001,986,708
200.0,1,0.001,987,747
200.0,1,0.001,988,668
200.0,1,0.001,989,669
200.0,1,0.001,990,753
200.0,1,0.001,991,731
200.0,1,0.001,992,773
200.0,1,0.001,993,720
200.0,1,0.001,994,734
200.0,1,0.001,995,723
200.0,1,0.001,996,768
