Nes,M,pA,rep,sweeps
100.0,1,0.0001,149,94
100.0,1,0.0001,150,87
100.0,1,0.0001,151,85
100.0,1,0.0001,152,73
100.0,1,0.0001,153,89
100.0,1,0.0001,154,69
100.0,1,0.0001,155,90
100.0,1,0.0001,156,86
100.0,1,0.0001,157,74
100.0,1,0.0001,158,105
100.0,1,0.0001,159,72
100.0,1,0.0001,160,81
100.0,1,0.0001,161,90
100.0,1,0.0001,162,85
100.0,1,0.0001,163,83
100.0,1,0.0001,164,76
100.0,1,0.0001,165,81
100.0,1,0.0001,166,82
100.0,1,0.0001,167,80
100.0,1,0.0001,168,75
100.0,1,0.0001,169,79
100.0,1,0.0001,170,89
100.0,1,0.0001,171,81
100.0,1,0.0001,172,84
100.0,1,0.0001,173,78
100.0,1,0.0001,174,100
100.0,1,0.0001,175,85
100.0,1,0.0001,176,84
100.0,1,0.0001,177,72
100.0,1,0.0001,178,68
100.0,1,0.0001,179,88
100.0,1,0.0001,180,88
100.0,1,0.0001,181,83
100.0,1,0.0001,182,73
100.0,1,0.0001,183,85
100.0,1,0.0001,184,85
100.0,1,0.0001,185,86
100.0,1,0.0001,186,97
100.0,1,0.0001,187,69
100.0,1,0.0001,188,70
100.0,1,0.0001,189,94
100.0,1,0.0001,190,83
100.0,1,0.0001,191,92
100.0,1,0.0001,192,75
100.0,1,0.0001,193,78
100.0,1,0.0001,194,81
100.0,1,0.0001,195,91
100.0,1,0.0001,196,82
100.0,1,0.0001,197,83
100.0,1,0.0001,198,103
100.0,1,0.0001,199,79
100.0,1,0.0001,200,80
100.0,1,0.0001,201,69
100.0,1,0.0001,202,79
100.0,1,0.0001,203,92
100.0,1,0.0001,204,89
100.0,1,0.0001,205,85
100.0,1,0.0001,206,70
100.0,1,0.0001,207,74
100.0,1,0.0001,208,90
100.0,1,0.0001,209,73
100.0,1,0.0001,210,58
100.0,1,0.0001,211,94
100.0,1,0.0001,212,75
100.0,1,0.0001,213,79
100.0,1,0.0001,214,70
100.0,1,0.0001,215,82
100.0,1,0.0001,216,78
100.0,1,0.0001,217,93
100.0,1,0.0001,218,75
100.0,1,0.0001,219,82
100.0,1,0.0001,220,101
100.0,1,0.0001,221,83
100.0,1,0.0001,222,72
100.0,1,0.0001,223,82
100.0,1,0.0001,224,99
100.0,1,0.0001,225,90
100.0,1,0.0001,226,86
100.0,1,0.0001,227,94
100.0,1,0.0001,228,73
100.0,1,0.0001,229,76
100.0,1,0.0001,230,95
100.0,1,0.0001,231,91
100.0,1,0.0001,232,69
100.0,1,0.0001,233,97
100.0,1,0.0001,234,83
100.0,1,0.0001,235,73
100.0,1,0.0001,236,84
100.0,1,0.0001,237,82
100.0,1,0.0001,238,80
100.0,1,0.0001,239,92
100.0,1,0.0001,240,86
100.0,1,0.0001,241,86
100.0,1,0.0001,242,98
100.0,1,0.0001,243,63
100.0,1,0.0001,244,72
100.0,1,0.0001,245,81
100.0,1,0.0001,246,86
100.0,1,0.0001,247,88
100.0,1,0.0001,248,65
100.0,1,0.0001,249,61
100.0,1,0.0001,250,96
100.0,1,0.0001,251,86
100.0,1,0.0001,252,75
100.0,1,0.0001,253,76
100.0,1,0.0001,254,75
100.0,1,0.0001,255,73
100.0,1,0.0001,256,66
100.0,1,0.0001,257,79
100.0,1,0.0001,258,86
100.0,1,0.0001,259,75
100.0,1,0.0001,260,81
100.0,1,0.0001,261,84
100.0,1,0.0001,262,77
100.0,1,0.0001,263,74
100.0,1,0.0001,264,81
100.0,1,0.0001,265,71
100.0,1,0.0001,266,67
100.0,1,0.0001,267,95
100.0,1,0.0001,268,87
100.0,1,0.0001,269,68
100.0,1,0.0001,270,74
100.0,1,0.0001,271,84
100.0,1,0.0001,272,77
100.0,1,0.0001,273,81
100.0,1,0.0001,274,79
100.0,1,0.0001,275,86
100.0,1,0.0001,276,72
100.0,1,0.0001,277,70
100.0,1,0.0001,278,79
100.0,1,0.0001,279,78
100.0,1,0.0001,280,88
100.0,1,0.0001,281,86
100.0,1,0.0001,282,81
100.0,1,0.0001,283,67
100.0,1,0.0001,284,87
100.0,1,0.0001,285,72
100.0,1,0.0001,286,69
100.0,1,0.0001,287,74
100.0,1,0.0001,288,66
100.0,1,0.0001,289,64
100.0,1,0.0001,290,83
100.0,1,0.0001,291,76
100.0,1,0.0001,292,90
100.0,1,0.0001,293,89
100.0,1,0.0001,294,84
100.0,1,0.0001,295,97
100.0,1,0.0001,296,94
100.0,1,0.0001,297,94
100.0,1,0.0001,298,71
100.0,1,0.0001,299,77
100.0,1,0.0001,300,72
100.0,1,0.0001,301,89
100.0,1,0.0001,302,96
100.0,1,0.0001,303,80
100.0,1,0.0001,304,79
100.0,1,0.0001,305,102
100.0,1,0.0001,306,88
100.0,1,0.0001,307,66
100.0,1,0.0001,308,58
100.0,1,0.0001,309,78
100.0,1,0.0001,310,95
100.0,1,0.0001,311,92
100.0,1,0.0001,312,89
100.0,1,0.0001,313,76
100.0,1,0.0001,314,79
100.0,1,0.0001,315,70
100.0,1,0.0001,316,85
100.0,1,0.0001,317,87
100.0,1,0.0001,318,79
100.0,1,0.0001,319,80
100.0,1,0.0001,320,82
100.0,1,0.0001,321,89
100.0,1,0.0001,322,91
100.0,1,0.0001,323,79
100.0,1,0.0001,324,73
100.0,1,0.0001,325,82
100.0,1,0.0001,326,80
100.0,1,0.0001,327,91
100.0,1,0.0001,328,92
100.0,1,0.0001,329,60
100.0,1,0.0001,330,94
100.0,1,0.0001,331,84
100.0,1,0.0001,332,82
100.0,1,0.0001,333,78
100.0,1,0.0001,334,94
100.0,1,0.0001,335,78
100.0,1,0.0001,336,80
100.0,1,0.0001,337,79
100.0,1,0.0001,338,89
100.0,1,0.0001,339,70
100.0,1,0.0001,340,71
100.0,1,0.0001,341,68
100.0,1,0.0001,342,93
100.0,1,0.0001,343,91
100.0,1,0.0001,344,84
100.0,1,0.0001,345,90
100.0,1,0.0001,346,84
100.0,1,0.0001,347,69
100.0,1,0.0001,348,81
100.0,1,0.0001,349,73
100.0,1,0.0001,350,73
100.0,1,0.0001,351,86
100.0,1,0.0001,352,81
100.0,1,0.0001,353,82
100.0,1,0.0001,354,76
100.0,1,0.0001,355,85
100.0,1,0.0001,356,88
100.0,1,0.0001,357,80
100.0,1,0.0001,358,69
100.0,1,0.0001,359,90
100.0,1,0.0001,360,85
100.0,1,0.0001,361,85
100.0,1,0.0001,362,79
100.0,1,0.0001,363,92
100.0,1,0.0001,364,77
100.0,1,0.0001,365,71
100.0,1,0.0001,366,72
100.0,1,0.0001,367,73
100.0,1,0.0001,368,82
100.0,1,0.0001,369,74
100.0,1,0.0001,370,76
100.0,1,0.0001,371,81
100.0,1,0.0001,372,81
100.0,1,0.0001,373,86
100.0,1,0.0001,374,92
100.0,1,0.0001,375,77
100.0,1,0.0001,376,78
100.0,1,0.0001,377,78
100.0,1,0.0001,378,64
100.0,1,0.0001,379,71
100.0,1,0.0001,380,78
100.0,1,0.0001,381,69
100.0,1,0.0001,382,80
100.0,1,0.0001,383,83
100.0,1,0.0001,384,76
100.0,1,0.0001,385,83
100.0,1,0.0001,386,74
100.0,1,0.0001,387,84
100.0,1,0.0001,388,90
100.0,1,0.0001,389,79
100.0,1,0.0001,390,80
100.0,1,0.0001,391,93
100.0,1,0.0001,392,84
100.0,1,0.0001,393,85
100.0,1,0.0001,394,82
100.0,1,0.0001,395,69
100.0,1,0.0001,396,84
100.0,1,0.0001,397,82
100.0,1,0.0001,398,89
100.0,1,0.0001,399,84
100.0,1,0.0001,400,73
100.0,1,0.0001,401,86
100.0,1,0.0001,402,87
100.0,1,0.0001,403,74
100.0,1,0.0001,404,80
100.0,1,0.0001,405,82
100.0,1,0.0001,406,86
100.0,1,0.0001,407,69
100.0,1,0.0001,408,89
100.0,1,0.0001,409,83
100.0,1,0.0001,410,85
100.0,1,0.0001,411,65
100.0,1,0.0001,412,62
100.0,1,0.0001,413,70
100.0,1,0.0001,414,82
100.0,1,0.0001,415,78
100.0,1,0.0001,416,89
100.0,1,0.0001,417,85
100.0,1,0.0001,418,76
100.0,1,0.0001,419,81
100.0,1,0.0001,420,78
100.0,1,0.0001,421,73
100.0,1,0.0001,422,76
100.0,1,0.0001,423,86
100.0,1,0.0001,424,91
100.0,1,0.0001,425,84
100.0,1,0.0001,426,80
100.0,1,0.0001,427,75
100.0,1,0.0001,428,89
100.0,1,0.0001,429,87
100.0,1,0.0001,430,64
100.0,1,0.0001,431,95
100.0,1,0.0001,432,83
100.0,1,0.0001,433,78
100.0,1,0.0001,434,85
100.0,1,0.0001,435,82
100.0,1,0.0001,436,76
100.0,1,0.0001,437,84
100.0,1,0.0001,438,100
100.0,1,0.0001,439,81
100.0,1,0.0001,440,104
100.0,1,0.0001,441,78
100.0,1,0.0001,442,83
100.0,1,0.0001,443,71
100.0,1,0.0001,444,64
100.0,1,0.0001,445,57
100.0,1,0.0001,446,89
100.0,1,0.0001,447,75
100.0,1,0.0001,448,80
100.0,1,0.0001,449,81
100.0,1,0.0001,450,68
100.0,1,0.0001,451,73
100.0,1,0.0001,452,87
100.0,1,0.0001,453,84
100.0,1,0.0001,454,88
100.0,1,0.0001,455,72
100.0,1,0.0001,456,90
100.0,1,0.0001,457,87
100.0,1,0.0001,458,78
100.0,1,0.0001,459,99
100.0,1,0.0001,460,84
100.0,1,0.0001,461,76
100.0,1,0.0001,462,95
100.0,1,0.0001,463,80
100.0,1,0.0001,464,75
100.0,1,0.0001,465,83
100.0,1,0.0001,466,84
100.0,1,0.0001,467,74
100.0,1,0.0001,468,101
100.0,1,0.0001,469,76
100.0,1,0.0001,470,89
100.0,1,0.0001,471,87
100.0,1,0.0001,472,88
100.0,1,0.0001,473,83
100.0,1,0.0001,474,66
100.0,1,0.0001,475,67
100.0,1,0.0001,476,71
100.0,1,0.0001,477,84
100.0,1,0.0001,478,81
100.0,1,0.0001,479,82
100.0,1,0.0001,480,95
100.0,1,0.0001,481,87
100.0,1,0.0001,482,71
100.0,1,0.0001,483,84
100.0,1,0.0001,484,63
100.0,1,0.0001,485,87
100.0,1,0.0001,486,78
100.0,1,0.0001,487,83
100.0,1,0.0001,488,62
100.0,1,0.0001,489,82
100.0,1,0.0001,490,94
100.0,1,0.0001,491,82
100.0,1,0.0001,492,94
100.0,1,0.0001,493,88
100.0,1,0.0001,494,79
100.0,1,0.0001,495,75
100.0,1,0.0001,496,87
100.0,1,0.0001,497,76
100.0,1,0.0001,498,77
100.0,1,0.0001,499,87
100.0,1,0.0001,500,79
100.0,1,0.0001,501,96
100.0,1,0.0001,502,75
100.0,1,0.0001,503,78
100.0,1,0.0001,504,75
100.0,1,0.0001,505,83
100.0,1,0.0001,506,93
100.0,1,0.0001,507,75
100.0,1,0.0001,508,77
100.0,1,0.0001,509,72
100.0,1,0.0001,510,80
100.0,1,0.0001,511,74
100.0,1,0.0001,512,70
100.0,1,0.0001,513,85
100.0,1,0.0001,514,80
100.0,1,0.0001,515,90
100.0,1,0.0001,516,73
100.0,1,0.0001,517,91
100.0,1,0.0001,518,87
100.0,1,0.0001,519,80
100.0,1,0.0001,520,85
100.0,1,0.0001,521,82
100.0,1,0.0001,522,95
100.0,1,0.0001,523,88
100.0,1,0.0001,524,82
100.0,1,0.0001,525,105
100.0,1,0.0001,526,73
100.0,1,0.0001,527,59
100.0,1,0.0001,528,83
100.0,1,0.0001,529,96
100.0,1,0.0001,530,83
100.0,1,0.0001,531,74
100.0,1,0.0001,532,82
100.0,1,0.0001,533,85
100.0,1,0.0001,534,106
100.0,1,0.0001,535,88
100.0,1,0.0001,536,87
100.0,1,0.0001,537,81
100.0,1,0.0001,538,91
100.0,1,0.0001,539,81
100.0,1,0.0001,540,99
100.0,1,0.0001,541,91
100.0,1,0.0001,542,78
100.0,1,0.0001,543,94
100.0,1,0.0001,544,97
100.0,1,0.0001,545,101
100.0,1,0.0001,546,76
100.0,1,0.0001,547,76
100.0,1,0.0001,548,72
100.0,1,0.0001,549,74
100.0,1,0.0001,550,81
100.0,1,0.0001,551,86
100.0,1,0.0001,552,78
100.0,1,0.0001,553,74
100.0,1,0.0001,554,86
100.0,1,0.0001,555,87
100.0,1,0.0001,556,80
100.0,1,0.0001,557,74
100.0,1,0.0001,558,94
100.0,1,0.0001,559,80
100.0,1,0.0001,560,77
100.0,1,0.0001,561,86
100.0,1,0.0001,562,78
100.0,1,0.0001,563,85
100.0,1,0.0001,564,91
100.0,1,0.0001,565,81
100.0,1,0.0001,566,98
100.0,1,0.0001,567,83
100.0,1,0.0001,568,81
100.0,1,0.0001,569,88
100.0,1,0.0001,570,83
100.0,1,0.0001,571,74
100.0,1,0.0001,572,97
100.0,1,0.0001,573,81
100.0,1,0.0001,574,71
100.0,1,0.0001,575,93
100.0,1,0.0001,576,88
100.0,1,0.0001,577,86
100.0,1,0.0001,578,83
100.0,1,0.0001,579,82
100.0,1,0.0001,580,75
100.0,1,0.0001,581,68
100.0,1,0.0001,582,68
100.0,1,0.0001,583,81
100.0,1,0.0001,584,80
100.0,1,0.0001,585,86
100.0,1,0.0001,586,84
100.0,1,0.0001,587,76
100.0,1,0.0001,588,78
100.0,1,0.0001,589,63
100.0,1,0.0001,590,77
100.0,1,0.0001,591,101
100.0,1,0.0001,592,89
100.0,1,0.0001,593,86
100.0,1,0.0001,594,82
100.0,1,0.0001,595,78
100.0,1,0.0001,596,79
100.0,1,0.0001,597,95
100.0,1,0.0001,598,94
100.0,1,0.0001,599,95
100.0,1,0.0001,600,91
100.0,1,0.0001,601,89
100.0,1,0.0001,602,70
100.0,1,0.0001,603,85
100.0,1,0.0001,604,84
100.0,1,0.0001,605,71
100.0,1,0.0001,606,81
100.0,1,0.0001,607,94
100.0,1,0.0001,608,87
100.0,1,0.0001,609,92
100.0,1,0.0001,610,90
100.0,1,0.0001,611,93
100.0,1,0.0001,612,79
100.0,1,0.0001,613,88
100.0,1,0.0001,614,91
100.0,1,0.0001,615,81
100.0,1,0.0001,616,95
100.0,1,0.0001,617,83
100.0,1,0.0001,618,78
100.0,1,0.0001,619,74
100.0,1,0.0001,620,72
100.0,1,0.0001,621,81
100.0,1,0.0001,622,88
100.0,1,0.0001,623,89
100.0,1,0.0001,624,80
100.0,1,0.0001,625,71
100.0,1,0.0001,626,79
100.0,1,0.0001,627,64
100.0,1,0.0001,628,78
100.0,1,0.0001,629,70
100.0,1,0.0001,630,76
100.0,1,0.0001,631,92
100.0,1,0.0001,632,80
100.0,1,0.0001,633,94
100.0,1,0.0001,634,77
100.0,1,0.0001,635,81
100.0,1,0.0001,636,75
100.0,1,0.0001,637,93
100.0,1,0.0001,638,70
100.0,1,0.0001,639,84
100.0,1,0.0001,640,83
100.0,1,0.0001,641,74
100.0,1,0.0001,642,62
100.0,1,0.0001,643,90
100.0,1,0.0001,644,74
100.0,1,0.0001,645,80
100.0,1,0.0001,646,74
100.0,1,0.0001,647,75
100.0,1,0.0001,648,77
100.0,1,0.0001,649,65
100.0,1,0.0001,650,65
100.0,1,0.0001,651,67
100.0,1,0.0001,652,84
100.0,1,0.0001,653,80
100.0,1,0.0001,654,87
100.0,1,0.0001,655,98
100.0,1,0.0001,656,76
100.0,1,0.0001,657,67
100.0,1,0.0001,658,88
100.0,1,0.0001,659,63
100.0,1,0.0001,660,91
100.0,1,0.0001,661,74
100.0,1,0.0001,662,86
100.0,1,0.0001,663,84
100.0,1,0.0001,664,83
100.0,1,0.0001,665,85
100.0,1,0.0001,666,77
100.0,1,0.0001,667,71
100.0,1,0.0001,668,88
100.0,1,0.0001,669,84
100.0,1,0.0001,670,99
100.0,1,0.0001,671,88
100.0,1,0.0001,672,75
100.0,1,0.0001,673,73
100.0,1,0.0001,674,84
100.0,1,0.0001,675,93
100.0,1,0.0001,676,74
100.0,1,0.0001,677,77
100.0,1,0.0001,678,78
100.0,1,0.0001,679,90
100.0,1,0.0001,680,92
100.0,1,0.0001,681,100
100.0,1,0.0001,682,88
100.0,1,0.0001,683,83
100.0,1,0.0001,684,80
100.0,1,0.0001,685,86
100.0,1,0.0001,686,73
100.0,1,0.0001,687,87
100.0,1,0.0001,688,90
100.0,1,0.0001,689,79
100.0,1,0.0001,690,81
100.0,1,0.0001,691,79
100.0,1,0.0001,692,94
100.0,1,0.0001,693,84
100.0,1,0.0001,694,91
100.0,1,0.0001,695,88
100.0,1,0.0001,696,80
100.0,1,0.0001,697,71
100.0,1,0.0001,698,78
100.0,1,0.0001,699,87
100.0,1,0.0001,700,71
100.0,1,0.0001,701,64
100.0,1,0.0001,702,79
100.0,1,0.0001,703,77
100.0,1,0.0001,704,70
100.0,1,0.0001,705,81
100.0,1,0.0001,706,89
100.0,1,0.0001,707,85
100.0,1,0.0001,708,73
100.0,1,0.0001,709,76
100.0,1,0.0001,710,94
100.0,1,0.0001,711,69
100.0,1,0.0001,712,81
100.0,1,0.0001,713,70
100.0,1,0.0001,714,85
100.0,1,0.0001,715,73
100.0,1,0.0001,716,90
100.0,1,0.0001,717,90
100.0,1,0.0001,718,77
100.0,1,0.0001,719,77
100.0,1,0.0001,720,79
100.0,1,0.0001,721,87
100.0,1,0.0001,722,78
100.0,1,0.0001,723,83
100.0,1,0.0001,724,76
100.0,1,0.0001,725,86
100.0,1,0.0001,726,84
100.0,1,0.0001,727,71
100.0,1,0.0001,728,77
100.0,1,0.0001,729,82
100.0,1,0.0001,730,87
100.0,1,0.0001,731,75
100.0,1,0.0001,732,90
100.0,1,0.0001,733,72
100.0,1,0.0001,734,87
100.0,1,0.0001,735,85
100.0,1,0.0001,736,84
100.0,1,0.0001,737,83
100.0,1,0.0001,738,83
100.0,1,0.0001,739,82
100.0,1,0.0001,740,73
100.0,1,0.0001,741,69
100.0,1,0.0001,742,84
100.0,1,0.0001,743,70
100.0,1,0.0001,744,79
100.0,1,0.0001,745,81
100.0,1,0.0001,746,69
100.0,1,0.0001,747,81
100.0,1,0.0001,748,76
100.0,1,0.0001,749,69
100.0,1,0.0001,750,82
100.0,1,0.0001,751,73
100.0,1,0.0001,752,88
100.0,1,0.0001,753,86
100.0,1,0.0001,754,74
100.0,1,0.0001,755,85
100.0,1,0.0001,756,75
100.0,1,0.0001,757,94
100.0,1,0.0001,758,73
100.0,1,0.0001,759,80
100.0,1,0.0001,760,78
100.0,1,0.0001,761,75
100.0,1,0.0001,762,75
100.0,1,0.0001,763,75
100.0,1,0.0001,764,96
100.0,1,0.0001,765,72
100.0,1,0.0001,766,81
100.0,1,0.0001,767,87
100.0,1,0.0001,768,91
100.0,1,0.0001,769,67
100.0,1,0.0001,770,93
100.0,1,0.0001,771,73
100.0,1,0.0001,772,70
100.0,1,0.0001,773,76
100.0,1,0.0001,774,79
100.0,1,0.0001,775,94
100.0,1,0.0001,776,81
100.0,1,0.0001,777,77
100.0,1,0.0001,778,86
100.0,1,0.0001,779,86
100.0,1,0.0001,780,84
100.0,1,0.0001,781,89
100.0,1,0.0001,782,87
100.0,1,0.0001,783,82
100.0,1,0.0001,784,85
100.0,1,0.0001,785,75
100.0,1,0.0001,786,88
100.0,1,0.0001,787,81
100.0,1,0.0001,788,72
100.0,1,0.0001,789,79
100.0,1,0.0001,790,73
100.0,1,0.0001,791,74
100.0,1,0.0001,792,95
100.0,1,0.0001,793,81
100.0,1,0.0001,794,75
100.0,1,0.0001,795,74
100.0,1,0.0001,796,90
100.0,1,0.0001,797,65
100.0,1,0.0001,798,69
100.0,1,0.0001,799,91
100.0,1,0.0001,800,85
100.0,1,0.0001,801,83
100.0,1,0.0001,802,85
100.0,1,0.0001,803,79
100.0,1,0.0001,804,88
100.0,1,0.0001,805,79
100.0,1,0.0001,806,91
100.0,1,0.0001,807,79
100.0,1,0.0001,808,64
100.0,1,0.0001,809,95
100.0,1,0.0001,810,77
100.0,1,0.0001,811,72
100.0,1,0.0001,812,68
100.0,1,0.0001,813,97
100.0,1,0.0001,814,76
100.0,1,0.0001,815,79
100.0,1,0.0001,816,84
100.0,1,0.0001,817,80
100.0,1,0.0001,818,89
100.0,1,0.0001,819,85
100.0,1,0.0001,820,82
100.0,1,0.0001,821,85
100.0,1,0.0001,822,80
100.0,1,0.0001,823,90
100.0,1,0.0001,824,97
100.0,1,0.0001,825,71
100.0,1,0.0001,826,69
100.0,1,0.0001,827,77
100.0,1,0.0001,828,91
100.0,1,0.0001,829,84
100.0,1,0.0001,830,83
100.0,1,0.0001,831,65
100.0,1,0.0001,832,75
100.0,1,0.0001,833,95
100.0,1,0.0001,834,89
100.0,1,0.0001,835,81
100.0,1,0.0001,836,82
100.0,1,0.0001,837,75
100.0,1,0.0001,838,76
100.0,1,0.0001,839,87
100.0,1,0.0001,840,76
100.0,1,0.0001,841,82
100.0,1,0.0001,842,92
100.0,1,0.0001,843,89
100.0,1,0.0001,844,90
100.0,1,0.0001,845,92
100.0,1,0.0001,846,85
100.0,1,0.0001,847,83
100.0,1,0.0001,848,75
100.0,1,0.0001,849,82
100.0,1,0.0001,850,67
100.0,1,0.0001,851,80
100.0,1,0.0001,852,91
100.0,1,0.0001,853,76
100.0,1,0.0001,854,83
100.0,1,0.0001,855,69
100.0,1,0.0001,856,83
100.0,1,0.0001,857,77
100.0,1,0.0001,858,86
100.0,1,0.0001,859,108
100.0,1,0.0001,860,89
100.0,1,0.0001,861,84
100.0,1,0.0001,862,81
100.0,1,0.0001,863,77
100.0,1,0.0001,864,74
100.0,1,0.0001,865,80
100.0,1,0.0001,866,80
100.0,1,0.0001,867,87
100.0,1,0.0001,868,83
100.0,1,0.0001,869,92
100.0,1,0.0001,870,75
100.0,1,0.0001,871,76
100.0,1,0.0001,872,76
100.0,1,0.0001,873,80
100.0,1,0.0001,874,73
100.0,1,0.0001,875,93
100.0,1,0.0001,876,94
100.0,1,0.0001,877,71
100.0,1,0.0001,878,85
100.0,1,0.0001,879,91
100.0,1,0.0001,880,86
100.0,1,0.0001,881,79
100.0,1,0.0001,882,91
100.0,1,0.0001,883,86
100.0,1,0.0001,884,88
100.0,1,0.0001,885,74
100.0,1,0.0001,886,81
100.0,1,0.0001,887,78
100.0,1,0.0001,888,87
100.0,1,0.0001,889,72
100.0,1,0.0001,890,83
100.0,1,0.0001,891,75
100.0,1,0.0001,892,79
100.0,1,0.0001,893,83
100.0,1,0.0001,894,88
100.0,1,0.0001,895,83
100.0,1,0.0001,896,74
100.0,1,0.0001,897,72
100.0,1,0.0001,898,75
100.0,1,0.0001,899,62
100.0,1,0.0001,900,89
100.0,1,0.0001,901,85
100.0,1,0.0001,902,65
100.0,1,0.0001,903,84
100.0,1,0.0001,904,86
100.0,1,0.0001,905,88
100.0,1,0.0001,906,87
100.0,1,0.0001,907,82
100.0,1,0.0001,908,78
100.0,1,0.0001,909,82
100.0,1,0.0001,910,90
100.0,1,0.0001,911,86
100.0,1,0.0001,912,80
100.0,1,0.0001,913,88
100.0,1,0.0001,914,78
100.0,1,0.0001,915,96
100.0,1,0.0001,916,77
100.0,1,0.0001,917,94
100.0,1,0.0001,918,73
100.0,1,0.0001,919,83
100.0,1,0.0001,920,72
100.0,1,0.0001,921,84
100.0,1,0.0001,922,70
100.0,1,0.0001,923,81
100.0,1,0.0001,924,72
100.0,1,0.0001,925,90
100.0,1,0.0001,926,74
100.0,1,0.0001,927,74
100.0,1,0.0001,928,72
100.0,1,0.0001,929,73
100.0,1,0.0001,930,81
