shat,w_size,M,pA,rep,o999,o9999,o99999,o999_irs,o9999_irs,o99999_irs
0.02,10000.0,10,0.001,293,0.009025,0.0045,0.001275,0.003675,0.002225,0.000775
0.02,10000.0,10,0.001,294,0.00885,0.004275,0.00145,0.003425,0.002075,0.00075
0.02,10000.0,10,0.001,295,0.00945,0.004675,0.0015,0.00345,0.00185,0.0007
0.02,10000.0,10,0.001,296,0.00855,0.004275,0.001475,0.003025,0.001625,0.000575
0.02,10000.0,10,0.001,297,0.009275,0.004775,0.0014,0.00345,0.001875,0.00065
0.02,10000.0,10,0.001,298,0.0097,0.004725,0.00155,0.003675,0.00175,0.00075
0.02,10000.0,10,0.001,299,0.008575,0.004125,0.001225,0.0031,0.001825,0.000725
0.02,10000.0,10,0.001,300,0.0092,0.0042,0.00145,0.0033,0.0018,0.000675
0.02,10000.0,10,0.001,301,0.009125,0.00455,0.001225,0.003825,0.002325,0.00065
0.02,10000.0,10,0.001,302,0.009075,0.004725,0.001275,0.00325,0.0019,0.000725
0.02,10000.0,10,0.001,303,0.008725,0.004175,0.001275,0.00365,0.001725,0.000675
0.02,10000.0,10,0.001,304,0.0091,0.004025,0.0013,0.0032,0.00165,0.000625
0.02,10000.0,10,0.001,305,0.009275,0.0041,0.000825,0.003225,0.00175,0.0005
0.02,10000.0,10,0.001,306,0.00895,0.0043,0.00115,0.00295,0.001425,0.000325
0.02,10000.0,10,0.001,307,0.009525,0.00465,0.001625,0.0037,0.001975,0.00075
0.02,10000.0,10,0.001,308,0.00895,0.004825,0.0014,0.003625,0.00215,0.000725
0.02,10000.0,10,0.001,309,0.00905,0.00435,0.001325,0.00345,0.00185,0.000725
0.02,10000.0,10,0.001,310,0.008825,0.00415,0.00115,0.00375,0.00195,0.000625
0.02,10000.0,10,0.001,311,0.009275,0.004775,0.0013,0.003825,0.002175,0.000675
0.02,10000.0,10,0.001,312,0.009025,0.0047,0.00155,0.0029,0.00175,0.00075
0.02,10000.0,10,0.001,313,0.00885,0.004125,0.00125,0.0033,0.001825,0.00065
0.02,10000.0,10,0.001,314,0.008225,0.004225,0.00135,0.003175,0.00165,0.000725
0.02,10000.0,10,0.001,315,0.009975,0.0051,0.0015,0.00385,0.0023,0.00075
0.02,10000.0,10,0.001,316,0.00875,0.00445,0.0018,0.003125,0.001825,0.00085
0.02,10000.0,10,0.001,317,0.009675,0.005,0.0015,0.003375,0.0019,0.000725
0.02,10000.0,10,0.001,318,0.00955,0.0046,0.001425,0.00345,0.001775,0.000575
0.02,10000.0,10,0.001,319,0.00895,0.0044,0.001125,0.003025,0.00175,0.0004
0.02,10000.0,10,0.001,320,0.00925,0.0045,0.001425,0.0031,0.001675,0.0006
0.02,10000.0,10,0.001,321,0.0089,0.004,0.00105,0.0032,0.001625,0.0005
0.02,10000.0,10,0.001,322,0.008975,0.004575,0.001325,0.003625,0.0021,0.00065
0.02,10000.0,10,0.001,323,0.008825,0.00385,0.001275,0.0034,0.001625,0.000625
0.02,10000.0,10,0.001,324,0.008725,0.00425,0.001425,0.00345,0.001925,0.0008
0.02,10000.0,10,0.001,325,0.009025,0.004775,0.001625,0.003575,0.001975,0.0007
0.02,10000.0,10,0.001,326,0.0088,0.00405,0.0012,0.003525,0.002025,0.00065
0.02,10000.0,10,0.001,327,0.00925,0.00445,0.001225,0.0029,0.00175,0.00065
0.02,10000.0,10,0.001,328,0.008675,0.004275,0.00135,0.00325,0.001825,0.0006
0.02,10000.0,10,0.001,329,0.00895,0.0045,0.001325,0.0036,0.001975,0.000625
0.02,10000.0,10,0.001,330,0.008725,0.00425,0.00135,0.00335,0.001775,0.0006
0.02,10000.0,10,0.001,331,0.0092,0.0047,0.001275,0.00405,0.0023,0.0008
0.02,10000.0,10,0.001,332,0.00955,0.004275,0.00115,0.003525,0.0017,0.0005
0.02,10000.0,10,0.001,333,0.008725,0.00455,0.001325,0.003125,0.00175,0.000575
0.02,10000.0,10,0.001,334,0.009025,0.00425,0.001375,0.003775,0.001975,0.00065
0.02,10000.0,10,0.001,335,0.00945,0.004375,0.00145,0.00345,0.00185,0.000725
0.02,10000.0,10,0.001,336,0.0089,0.004575,0.001675,0.003025,0.0019,0.000675
0.02,10000.0,10,0.001,337,0.01035,0.0049,0.00155,0.00375,0.002075,0.00075
0.02,10000.0,10,0.001,338,0.00915,0.004525,0.001575,0.003225,0.001675,0.00075
0.02,10000.0,10,0.001,339,0.009725,0.005,0.00155,0.0034,0.001925,0.0006
0.02,10000.0,10,0.001,340,0.008725,0.00415,0.001175,0.00285,0.00155,0.0006
0.02,10000.0,10,0.001,341,0.009375,0.004875,0.00165,0.003175,0.001775,0.000675
0.02,10000.0,10,0.001,342,0.009525,0.0044,0.0014,0.003425,0.00175,0.000775
0.02,10000.0,10,0.001,343,0.009025,0.00455,0.001775,0.0033,0.0019,0.000925
0.02,10000.0,10,0.001,344,0.0098,0.004425,0.0014,0.003675,0.002,0.0006
0.02,10000.0,10,0.001,345,0.0094,0.004275,0.001325,0.003275,0.001625,0.000575
0.02,10000.0,10,0.001,346,0.0094,0.00465,0.0012,0.003125,0.001725,0.000525
0.02,10000.0,10,0.001,347,0.009525,0.00465,0.001525,0.003175,0.001925,0.00075
0.02,10000.0,10,0.001,348,0.009325,0.00455,0.00165,0.003475,0.00195,0.000875
0.02,10000.0,10,0.001,349,0.00985,0.005125,0.001475,0.004175,0.002425,0.00095
0.02,10000.0,10,0.001,350,0.009125,0.00445,0.001675,0.003375,0.0017,0.000775
0.02,10000.0,10,0.001,351,0.0081,0.0042,0.001425,0.003075,0.0019,0.000825
0.02,10000.0,10,0.001,352,0.00895,0.004175,0.000975,0.003375,0.0018,0.0005
0.02,10000.0,10,0.001,353,0.0091,0.004325,0.00135,0.003525,0.0016,0.0006
0.02,10000.0,10,0.001,354,0.009325,0.0047,0.00115,0.003625,0.002025,0.0005
0.02,10000.0,10,0.001,355,0.00965,0.004825,0.001475,0.0037,0.002,0.000725
0.02,10000.0,10,0.001,356,0.0092,0.004825,0.0017,0.00345,0.002025,0.00075
0.02,10000.0,10,0.001,357,0.008575,0.0042,0.001475,0.0033,0.001725,0.00075
0.02,10000.0,10,0.001,358,0.009425,0.00485,0.001275,0.00385,0.00225,0.0007
0.02,10000.0,10,0.001,359,0.0088,0.00385,0.00115,0.002925,0.00165,0.000575
0.02,10000.0,10,0.001,360,0.0091,0.0045,0.00135,0.003325,0.001875,0.000625
0.02,10000.0,10,0.001,361,0.009825,0.00475,0.001425,0.003425,0.001925,0.000625
0.02,10000.0,10,0.001,362,0.010025,0.0053,0.00155,0.00405,0.002375,0.000725
0.02,10000.0,10,0.001,363,0.009625,0.00445,0.001225,0.003375,0.001775,0.000525
0.02,10000.0,10,0.001,364,0.009475,0.0049,0.001825,0.0038,0.002325,0.00095
0.02,10000.0,10,0.001,365,0.00875,0.004675,0.001375,0.0032,0.00185,0.000675
0.02,10000.0,10,0.001,366,0.00935,0.00415,0.0012,0.0031,0.0016,0.000575
0.02,10000.0,10,0.001,367,0.009725,0.0044,0.001375,0.00325,0.00165,0.00075
0.02,10000.0,10,0.001,368,0.0106,0.0053,0.001875,0.0036,0.00195,0.000825
0.02,10000.0,10,0.001,369,0.008575,0.0042,0.0011,0.00335,0.00185,0.00065
0.02,10000.0,10,0.001,370,0.0096,0.004325,0.001225,0.003275,0.0017,0.000625
0.02,10000.0,10,0.001,371,0.008775,0.003625,0.0011,0.00335,0.0015,0.0005
0.02,10000.0,10,0.001,372,0.009775,0.004775,0.00165,0.00325,0.001875,0.000825
0.02,10000.0,10,0.001,373,0.008575,0.0044,0.0017,0.0032,0.00175,0.000875
0.02,10000.0,10,0.001,374,0.009675,0.00515,0.001525,0.003725,0.00215,0.000775
0.02,10000.0,10,0.001,375,0.008825,0.00425,0.001275,0.003775,0.002175,0.000675
0.02,10000.0,10,0.001,376,0.00955,0.0045,0.0015,0.0033,0.0017,0.0007
0.02,10000.0,10,0.001,377,0.009825,0.00505,0.001725,0.0041,0.002325,0.001025
0.02,10000.0,10,0.001,378,0.0085,0.004075,0.001025,0.0037,0.001925,0.00055
0.02,10000.0,10,0.001,379,0.0095,0.004925,0.0015,0.0035,0.001925,0.000675
0.02,10000.0,10,0.001,380,0.008625,0.0044,0.00145,0.00325,0.0019,0.0008
0.02,10000.0,10,0.001,381,0.009075,0.004125,0.00115,0.003425,0.001675,0.000625
0.02,10000.0,10,0.001,382,0.00915,0.004375,0.001075,0.002975,0.001725,0.000625
0.02,10000.0,10,0.001,383,0.0088,0.0041,0.001225,0.003275,0.0018,0.0006
0.02,10000.0,10,0.001,384,0.009725,0.0047,0.001475,0.003675,0.002,0.00075
0.02,10000.0,10,0.001,385,0.009175,0.00445,0.001275,0.00285,0.0015,0.0005
0.02,10000.0,10,0.001,386,0.00915,0.004525,0.001525,0.0033,0.001625,0.0007
0.02,10000.0,10,0.001,387,0.009275,0.004725,0.0014,0.003675,0.00215,0.000725
0.02,10000.0,10,0.001,388,0.009425,0.0044,0.0013,0.003525,0.001975,0.00065
0.02,10000.0,10,0.001,389,0.009325,0.0046,0.00165,0.0036,0.002125,0.000725
0.02,10000.0,10,0.001,390,0.0092,0.0047,0.001375,0.003875,0.002275,0.00065
0.02,10000.0,10,0.001,391,0.00915,0.004325,0.001075,0.00405,0.002275,0.0006
0.02,10000.0,10,0.001,392,0.008675,0.00445,0.001075,0.002975,0.00175,0.000475
0.02,10000.0,10,0.001,393,0.009175,0.003875,0.0011,0.003475,0.001675,0.0006
0.02,10000.0,10,0.001,394,0.00815,0.0038,0.001125,0.00275,0.001525,0.000575
0.02,10000.0,10,0.001,395,0.008725,0.004475,0.0013,0.00285,0.0016,0.000525
0.02,10000.0,10,0.001,396,0.009,0.00415,0.001125,0.00305,0.0017,0.000575
0.02,10000.0,10,0.001,397,0.009475,0.00475,0.001525,0.00355,0.0021,0.0007
0.02,10000.0,10,0.001,398,0.0088,0.00475,0.00105,0.0034,0.002,0.000625
0.02,10000.0,10,0.001,399,0.009,0.004425,0.00145,0.003175,0.001925,0.000675
0.02,10000.0,10,0.001,400,0.008975,0.0045,0.0015,0.00345,0.00195,0.0007
0.02,10000.0,10,0.001,401,0.00955,0.005075,0.001575,0.003575,0.002225,0.0008
0.02,10000.0,10,0.001,402,0.0085,0.003925,0.0012,0.00325,0.00145,0.00045
0.02,10000.0,10,0.001,403,0.0094,0.0045,0.001225,0.003725,0.00215,0.00075
0.02,10000.0,10,0.001,404,0.0094,0.00465,0.00155,0.003675,0.00225,0.000925
0.02,10000.0,10,0.001,405,0.00895,0.00435,0.0013,0.003825,0.002,0.00075
0.02,10000.0,10,0.001,406,0.0083,0.0043,0.0014,0.003225,0.00195,0.000775
0.02,10000.0,10,0.001,407,0.009075,0.004325,0.0014,0.003525,0.001925,0.000775
0.02,10000.0,10,0.001,408,0.00975,0.00485,0.001175,0.003675,0.002075,0.000725
0.02,10000.0,10,0.001,409,0.00935,0.004525,0.001575,0.00325,0.001675,0.000575
0.02,10000.0,10,0.001,410,0.009525,0.004925,0.001475,0.003325,0.00185,0.0007
0.02,10000.0,10,0.001,411,0.00885,0.004675,0.00135,0.003,0.002,0.00075
0.02,10000.0,10,0.001,412,0.009625,0.0046,0.001575,0.003975,0.0021,0.000875
0.02,10000.0,10,0.001,413,0.008425,0.004,0.001375,0.0033,0.00185,0.00065
0.02,10000.0,10,0.001,414,0.008575,0.004125,0.001325,0.00355,0.001875,0.0007
0.02,10000.0,10,0.001,415,0.009325,0.00465,0.00145,0.003775,0.00195,0.000675
0.02,10000.0,10,0.001,416,0.009125,0.00415,0.001175,0.00345,0.00185,0.0007
0.02,10000.0,10,0.001,417,0.00955,0.00455,0.001725,0.004025,0.00215,0.001
0.02,10000.0,10,0.001,418,0.0082,0.003825,0.001325,0.00315,0.0017,0.0008
0.02,10000.0,10,0.001,419,0.009525,0.0049,0.0013,0.003725,0.002125,0.0007
0.02,10000.0,10,0.001,420,0.009175,0.00445,0.001325,0.0033,0.001775,0.000525
0.02,10000.0,10,0.001,421,0.0085,0.004275,0.001525,0.0035,0.002075,0.000925
0.02,10000.0,10,0.001,422,0.009275,0.0046,0.001425,0.003475,0.001875,0.00065
0.02,10000.0,10,0.001,423,0.00865,0.00395,0.00125,0.0032,0.001675,0.000525
0.02,10000.0,10,0.001,424,0.0097,0.004925,0.0016,0.003625,0.002075,0.000775
0.02,10000.0,10,0.001,425,0.009675,0.0044,0.00155,0.003475,0.00175,0.00085
0.02,10000.0,10,0.001,426,0.00965,0.00445,0.001375,0.003575,0.002,0.000825
0.02,10000.0,10,0.001,427,0.00835,0.00415,0.001375,0.00335,0.0019,0.000725
0.02,10000.0,10,0.001,428,0.009475,0.00455,0.0013,0.0035,0.001875,0.000775
0.02,10000.0,10,0.001,429,0.008975,0.00445,0.001275,0.00345,0.00195,0.0007
0.02,10000.0,10,0.001,430,0.0096,0.004475,0.001325,0.003325,0.001825,0.000625
0.02,10000.0,10,0.001,431,0.009225,0.0044,0.0011,0.00345,0.001725,0.00045
0.02,10000.0,10,0.001,432,0.0086,0.0042,0.0013,0.0034,0.0021,0.000825
0.02,10000.0,10,0.001,433,0.009475,0.004575,0.001475,0.003725,0.002,0.00085
0.02,10000.0,10,0.001,434,0.008925,0.0046,0.00155,0.003025,0.001775,0.00075
0.02,10000.0,10,0.001,435,0.008575,0.00425,0.001525,0.0028,0.0016,0.000475
0.02,10000.0,10,0.001,436,0.0092,0.00455,0.0012,0.00325,0.001875,0.0007
0.02,10000.0,10,0.001,437,0.01005,0.0048,0.001425,0.003825,0.00215,0.00075
0.02,10000.0,10,0.001,438,0.009975,0.004825,0.001625,0.003725,0.002025,0.000675
0.02,10000.0,10,0.001,439,0.008475,0.003875,0.0011,0.0035,0.00175,0.000525
0.02,10000.0,10,0.001,440,0.008175,0.0037,0.001025,0.00315,0.00135,0.00045
0.02,10000.0,10,0.001,441,0.008475,0.00455,0.00155,0.0034,0.00205,0.000825
0.02,10000.0,10,0.001,442,0.009375,0.0044,0.001225,0.003725,0.001975,0.000725
0.02,10000.0,10,0.001,443,0.0095,0.004375,0.001375,0.003325,0.00155,0.000675
0.02,10000.0,10,0.001,444,0.00865,0.004125,0.001075,0.00315,0.001675,0.000525
0.02,10000.0,10,0.001,445,0.009275,0.0043,0.001525,0.00345,0.001925,0.0007
0.02,10000.0,10,0.001,446,0.009325,0.00485,0.0017,0.00355,0.002075,0.000925
0.02,10000.0,10,0.001,447,0.00965,0.004625,0.001275,0.00335,0.0017,0.000625
0.02,10000.0,10,0.001,448,0.010325,0.004925,0.001425,0.0037,0.00215,0.00075
0.02,10000.0,10,0.001,449,0.008775,0.004325,0.0016,0.003325,0.002025,0.0009
0.02,10000.0,10,0.001,450,0.008675,0.0042,0.001175,0.002925,0.001625,0.000575
0.02,10000.0,10,0.001,451,0.00925,0.0046,0.001325,0.003425,0.001875,0.000725
0.02,10000.0,10,0.001,452,0.009175,0.004875,0.0017,0.0034,0.002075,0.000875
0.02,10000.0,10,0.001,453,0.009225,0.004475,0.001175,0.00335,0.00185,0.000625
0.02,10000.0,10,0.001,454,0.00995,0.0045,0.001225,0.00335,0.001525,0.000475
0.02,10000.0,10,0.001,455,0.00935,0.0046,0.001525,0.003475,0.002025,0.0008
0.02,10000.0,10,0.001,456,0.0089,0.004275,0.00135,0.0031,0.0018,0.00075
0.02,10000.0,10,0.001,457,0.0096,0.004475,0.001125,0.003575,0.0018,0.000675
0.02,10000.0,10,0.001,458,0.0083,0.004,0.00125,0.00335,0.00185,0.0007
0.02,10000.0,10,0.001,459,0.00935,0.00415,0.0012,0.0033,0.001525,0.000425
0.02,10000.0,10,0.001,460,0.008675,0.004075,0.0012,0.0032,0.001675,0.000525
0.02,10000.0,10,0.001,461,0.0091,0.004975,0.00175,0.003125,0.002075,0.000825
0.02,10000.0,10,0.001,462,0.0097,0.004925,0.001625,0.003775,0.002325,0.000975
0.02,10000.0,10,0.001,463,0.008275,0.00405,0.001175,0.002725,0.00145,0.0006
0.02,10000.0,10,0.001,464,0.00825,0.004125,0.001325,0.0032,0.00205,0.000775
0.02,10000.0,10,0.001,465,0.0092,0.004075,0.00115,0.003725,0.00165,0.00055
0.02,10000.0,10,0.001,466,0.00945,0.004125,0.0011,0.003325,0.001625,0.000575
0.02,10000.0,10,0.001,467,0.008575,0.0043,0.0012,0.0031,0.001825,0.00055
0.02,10000.0,10,0.001,468,0.00955,0.00445,0.001425,0.00335,0.001625,0.0005
0.02,10000.0,10,0.001,469,0.0084,0.0042,0.001275,0.0033,0.001775,0.00065
0.02,10000.0,10,0.001,470,0.008975,0.004425,0.00155,0.003,0.00175,0.000725
0.02,10000.0,10,0.001,471,0.009675,0.004625,0.000925,0.003825,0.002225,0.000575
0.02,10000.0,10,0.001,472,0.00985,0.005025,0.00125,0.0033,0.001825,0.0006
0.02,10000.0,10,0.001,473,0.009775,0.004975,0.001275,0.00375,0.0021,0.000575
0.02,10000.0,10,0.001,474,0.00965,0.00475,0.001575,0.00375,0.0021,0.0009
0.02,10000.0,10,0.001,475,0.0093,0.0043,0.001175,0.00345,0.0018,0.000675
0.02,10000.0,10,0.001,476,0.008475,0.004,0.001375,0.00315,0.001975,0.000775
0.02,10000.0,10,0.001,477,0.0095,0.004425,0.001575,0.003125,0.0018,0.0008
0.02,10000.0,10,0.001,478,0.0088,0.004125,0.001125,0.003275,0.00175,0.0005
0.02,10000.0,10,0.001,479,0.0089,0.004325,0.0012,0.003275,0.0017,0.000525
0.02,10000.0,10,0.001,480,0.0089,0.0043,0.001425,0.0032,0.00185,0.00065
0.02,10000.0,10,0.001,481,0.009275,0.004675,0.001525,0.00345,0.002225,0.000825
0.02,10000.0,10,0.001,482,0.009275,0.00445,0.0013,0.00345,0.00185,0.000675
0.02,10000.0,10,0.001,483,0.008975,0.0043,0.001025,0.00355,0.00195,0.00065
0.02,10000.0,10,0.001,484,0.009025,0.00425,0.0012,0.0036,0.001975,0.00065
0.02,10000.0,10,0.001,485,0.008875,0.004325,0.00115,0.003425,0.001825,0.0006
0.02,10000.0,10,0.001,486,0.00885,0.004725,0.001575,0.003225,0.0018,0.0007
0.02,10000.0,10,0.001,487,0.009425,0.004925,0.001475,0.003375,0.002125,0.0007
0.02,10000.0,10,0.001,488,0.009225,0.00465,0.001475,0.0032,0.001825,0.000675
0.02,10000.0,10,0.001,489,0.009425,0.0044,0.00145,0.00355,0.00195,0.000825
0.02,10000.0,10,0.001,490,0.008575,0.00455,0.001475,0.003225,0.001875,0.000675
0.02,10000.0,10,0.001,491,0.0104,0.00505,0.00125,0.003825,0.002075,0.000625
0.02,10000.0,10,0.001,492,0.009075,0.00455,0.0015,0.003275,0.002025,0.000725
0.02,10000.0,10,0.001,493,0.00935,0.004475,0.001425,0.0034,0.0019,0.00075
0.02,10000.0,10,0.001,494,0.0085,0.004075,0.00105,0.003175,0.001825,0.00065
0.02,10000.0,10,0.001,495,0.0086,0.00405,0.00105,0.003175,0.001725,0.00035
0.02,10000.0,10,0.001,496,0.008925,0.0046,0.001525,0.00345,0.002,0.000675
0.02,10000.0,10,0.001,497,0.0086,0.004125,0.001375,0.003275,0.001575,0.0007
0.02,10000.0,10,0.001,498,0.00925,0.00435,0.0013,0.003375,0.001825,0.000625
0.02,10000.0,10,0.001,499,0.009125,0.0043,0.00105,0.003275,0.001625,0.000425
0.02,10000.0,10,0.001,500,0.008975,0.004725,0.001575,0.0032,0.00185,0.0007
0.02,10000.0,10,0.001,501,0.010375,0.0049,0.001675,0.003675,0.00195,0.000775
0.02,10000.0,10,0.001,502,0.00875,0.00445,0.001325,0.003275,0.0018,0.00065
0.02,10000.0,10,0.001,503,0.009675,0.00455,0.001175,0.0038,0.00225,0.0007
0.02,10000.0,10,0.001,504,0.00925,0.004425,0.0013,0.0031,0.001675,0.000575
0.02,10000.0,10,0.001,505,0.008925,0.004625,0.001475,0.00335,0.001975,0.000775
0.02,10000.0,10,0.001,506,0.008375,0.003725,0.001,0.003025,0.001575,0.000475
0.02,10000.0,10,0.001,507,0.009725,0.004975,0.00175,0.0035,0.002075,0.00075
0.02,10000.0,10,0.001,508,0.009675,0.00445,0.0012,0.003775,0.00195,0.0006
0.02,10000.0,10,0.001,509,0.0095,0.004575,0.00155,0.003425,0.0019,0.000675
0.02,10000.0,10,0.001,510,0.0094,0.004575,0.0013,0.003675,0.0023,0.000725
0.02,10000.0,10,0.001,511,0.00915,0.00415,0.001425,0.0036,0.001725,0.000625
0.02,10000.0,10,0.001,512,0.009375,0.004775,0.001475,0.003625,0.00245,0.0009
0.02,10000.0,10,0.001,513,0.01035,0.004825,0.001325,0.003775,0.00205,0.000575
0.02,10000.0,10,0.001,514,0.00885,0.004275,0.001375,0.003425,0.00185,0.000875
0.02,10000.0,10,0.001,515,0.0095,0.004525,0.0012,0.003525,0.001825,0.000625
0.02,10000.0,10,0.001,516,0.009825,0.004825,0.001725,0.003625,0.0019,0.0007
0.02,10000.0,10,0.001,517,0.009375,0.0043,0.001225,0.00345,0.002,0.00075
0.02,10000.0,10,0.001,518,0.008975,0.004425,0.0013,0.003625,0.001975,0.0007
0.02,10000.0,10,0.001,519,0.0088,0.004475,0.001475,0.0035,0.002,0.000875
0.02,10000.0,10,0.001,520,0.00975,0.0045,0.001525,0.004025,0.002175,0.00085
0.02,10000.0,10,0.001,521,0.009775,0.004575,0.0014,0.00365,0.00195,0.0008
0.02,10000.0,10,0.001,522,0.00905,0.00465,0.001425,0.0031,0.001775,0.00065
0.02,10000.0,10,0.001,523,0.0092,0.00435,0.0013,0.003325,0.00195,0.00065
0.02,10000.0,10,0.001,524,0.0091,0.004425,0.001525,0.00335,0.001825,0.00085
0.02,10000.0,10,0.001,525,0.00895,0.004275,0.001175,0.002925,0.00175,0.000525
0.02,10000.0,10,0.001,526,0.0096,0.00495,0.001275,0.003725,0.0024,0.000675
0.02,10000.0,10,0.001,527,0.008425,0.004625,0.0012,0.00295,0.001975,0.000725
0.02,10000.0,10,0.001,528,0.009375,0.00475,0.001475,0.00365,0.0022,0.0007
0.02,10000.0,10,0.001,529,0.009025,0.00385,0.001225,0.00355,0.00165,0.0005
0.02,10000.0,10,0.001,530,0.01045,0.0047,0.00155,0.003475,0.00175,0.000675
0.02,10000.0,10,0.001,531,0.009175,0.004475,0.0012,0.0033,0.001825,0.000525
0.02,10000.0,10,0.001,532,0.009125,0.0047,0.00165,0.003075,0.00165,0.0007
0.02,10000.0,10,0.001,533,0.009425,0.004425,0.0013,0.00365,0.00205,0.0007
0.02,10000.0,10,0.001,534,0.008675,0.004625,0.00135,0.00315,0.001825,0.000575
0.02,10000.0,10,0.001,535,0.00985,0.0048,0.001475,0.00355,0.001875,0.000725
0.02,10000.0,10,0.001,536,0.008675,0.003875,0.00135,0.002875,0.001525,0.0008
0.02,10000.0,10,0.001,537,0.00865,0.004075,0.00115,0.003725,0.00185,0.0006
0.02,10000.0,10,0.001,538,0.009475,0.004675,0.0013,0.003575,0.002025,0.000675
0.02,10000.0,10,0.001,539,0.0087,0.0043,0.00115,0.00345,0.001975,0.000625
0.02,10000.0,10,0.001,540,0.008525,0.00435,0.001475,0.00315,0.001625,0.0007
0.02,10000.0,10,0.001,541,0.009075,0.004625,0.0016,0.003325,0.00215,0.0008
0.02,10000.0,10,0.001,542,0.008825,0.004475,0.00145,0.0035,0.002175,0.00075
0.02,10000.0,10,0.001,543,0.0093,0.004675,0.00145,0.003375,0.001925,0.000775
0.02,10000.0,10,0.001,544,0.00935,0.004575,0.0012,0.003225,0.0018,0.0005
0.02,10000.0,10,0.001,545,0.00925,0.004775,0.001225,0.00315,0.001875,0.000575
0.02,10000.0,10,0.001,546,0.0088,0.00415,0.00095,0.0033,0.0018,0.000475
0.02,10000.0,10,0.001,547,0.0086,0.0044,0.00135,0.003275,0.001975,0.000825
0.02,10000.0,10,0.001,548,0.008925,0.004475,0.00125,0.003375,0.00185,0.000625
0.02,10000.0,10,0.001,549,0.0093,0.0043,0.001275,0.0034,0.001725,0.0006
0.02,10000.0,10,0.001,550,0.008825,0.004375,0.001,0.003725,0.002175,0.000525
0.02,10000.0,10,0.001,551,0.00925,0.004825,0.001325,0.003475,0.00195,0.000775
0.02,10000.0,10,0.001,552,0.008425,0.0036,0.000975,0.00285,0.0015,0.000525
0.02,10000.0,10,0.001,553,0.009025,0.0043,0.001275,0.003225,0.00165,0.000475
0.02,10000.0,10,0.001,554,0.009775,0.0049,0.001325,0.003625,0.00195,0.0007
0.02,10000.0,10,0.001,555,0.008875,0.004425,0.0015,0.00335,0.001625,0.000525
0.02,10000.0,10,0.001,556,0.008525,0.004175,0.0013,0.003125,0.0018,0.0008
0.02,10000.0,10,0.001,557,0.009275,0.004625,0.001275,0.004,0.0022,0.000675
0.02,10000.0,10,0.001,558,0.0096,0.0049,0.001525,0.003475,0.00205,0.000625
0.02,10000.0,10,0.001,559,0.00855,0.0039,0.00125,0.0028,0.0016,0.000725
0.02,10000.0,10,0.001,560,0.00955,0.004625,0.001225,0.00335,0.001775,0.00065
0.02,10000.0,10,0.001,561,0.009025,0.00435,0.001525,0.003075,0.0017,0.000825
0.02,10000.0,10,0.001,562,0.009,0.0043,0.0013,0.003275,0.00175,0.000675
0.02,10000.0,10,0.001,563,0.00945,0.00475,0.00175,0.003275,0.002,0.00105
0.02,10000.0,10,0.001,564,0.0096,0.004625,0.00155,0.003225,0.002025,0.000775
0.02,10000.0,10,0.001,565,0.009525,0.00455,0.00145,0.0034,0.001825,0.0006
0.02,10000.0,10,0.001,566,0.00865,0.004,0.001425,0.003,0.00145,0.000625
0.02,10000.0,10,0.001,567,0.01005,0.004825,0.00155,0.003875,0.002075,0.00085
0.02,10000.0,10,0.001,568,0.009275,0.0047,0.0013,0.003125,0.00175,0.000625
0.02,10000.0,10,0.001,569,0.0094,0.004725,0.0014,0.0032,0.001775,0.00055
0.02,10000.0,10,0.001,570,0.0087,0.004525,0.001125,0.0032,0.002,0.000475
0.02,10000.0,10,0.001,571,0.009125,0.0045,0.00135,0.00345,0.002025,0.000675
0.02,10000.0,10,0.001,572,0.008325,0.003775,0.000925,0.002975,0.001325,0.00055
0.02,10000.0,10,0.001,573,0.0095,0.004475,0.0014,0.0035,0.00195,0.000625
0.02,10000.0,10,0.001,574,0.00985,0.004675,0.001375,0.0037,0.0021,0.00075
0.02,10000.0,10,0.001,575,0.008775,0.0041,0.00115,0.00305,0.001675,0.00055
0.02,10000.0,10,0.001,576,0.00915,0.004625,0.001375,0.00345,0.002075,0.00075
0.02,10000.0,10,0.001,577,0.009325,0.004675,0.0014,0.003675,0.002075,0.0008
0.02,10000.0,10,0.001,578,0.009525,0.0046,0.0018,0.00355,0.0019,0.0008
0.02,10000.0,10,0.001,579,0.0087,0.004025,0.001325,0.00295,0.0016,0.000575
0.02,10000.0,10,0.001,580,0.0083,0.004275,0.0014,0.00335,0.001925,0.000925
0.02,10000.0,10,0.001,581,0.009575,0.004525,0.00125,0.003425,0.0018,0.0005
0.02,10000.0,10,0.001,582,0.009075,0.00445,0.00105,0.00345,0.001775,0.000625
0.02,10000.0,10,0.001,583,0.008725,0.0043,0.00145,0.0033,0.002025,0.000675
0.02,10000.0,10,0.001,584,0.009475,0.00445,0.001275,0.003675,0.002125,0.00065
0.02,10000.0,10,0.001,585,0.009425,0.00465,0.0012,0.0038,0.002075,0.000675
0.02,10000.0,10,0.001,586,0.00955,0.004275,0.001575,0.0037,0.0022,0.001075
0.02,10000.0,10,0.001,587,0.00945,0.004475,0.001425,0.003325,0.001725,0.00065
0.02,10000.0,10,0.001,588,0.0091,0.00435,0.00125,0.003225,0.001675,0.000525
0.02,10000.0,10,0.001,589,0.009625,0.00495,0.0014,0.003925,0.00205,0.000675
