shat,w_size,M,pA,rep,o999,o9999,o99999,o999_irs,o9999_irs,o99999_irs
0.02,10000.0,1,0.001,est,0.01958917835671343,0.0077655310621242485,0.0024298597194388778,0.010596192384769538,0.004408817635270541,0.0013276553106212426
0.02,10000.0,1,0.001,0,0.019714428857715433,0.007990981963927855,0.0025801603206412824,0.01089679358717435,0.0048597194388777555,0.001503006012024048
0.02,10000.0,1,0.001,1,0.02056613226452906,0.008942885771543086,0.0031813627254509017,0.011272545090180362,0.005335671342685371,0.0017535070140280561
0.02,10000.0,1,0.001,2,0.018562124248496993,0.007164328657314629,0.0023296593186372745,0.010671342685370741,0.00438376753507014,0.0011272545090180361
0.02,10000.0,1,0.001,3,0.018637274549098196,0.007339679358717435,0.002479959919839679,0.009919839679358717,0.004283567134268537,0.0014278557114228458
0.02,10000.0,1,0.001,4,0.020140280561122246,0.008341683366733467,0.002154308617234469,0.011172344689378758,0.0046843687374749495,0.0009769539078156313
0.02,10000.0,1,0.001,5,0.018587174348697395,0.007715430861723447,0.0027054108216432865,0.010470941883767536,0.004408817635270541,0.001503006012024048
0.02,10000.0,1,0.001,6,0.018812625250501,0.007364729458917836,0.0022044088176352704,0.010145290581162324,0.0043336673346693385,0.0013026052104208416
0.02,10000.0,1,0.001,7,0.019764529058116233,0.007990981963927855,0.00250501002004008,0.01004509018036072,0.004483967935871743,0.001277555110220441
0.02,10000.0,1,0.001,8,0.019864729458917835,0.00781563126252505,0.0023797595190380764,0.010470941883767536,0.004433867735470942,0.0011272545090180361
0.02,10000.0,1,0.001,9,0.01911322645290581,0.007790581162324649,0.0026052104208416833,0.010095190380761523,0.004483967935871743,0.0016032064128256513
0.02,10000.0,1,0.001,10,0.019664328657314628,0.0075400801603206415,0.0024549098196392787,0.01062124248496994,0.004483967935871743,0.00125250501002004
0.02,10000.0,1,0.001,11,0.02034068136272545,0.008316633266533067,0.002630260521042084,0.010821643286573146,0.0048597194388777555,0.001528056112224449
0.02,10000.0,1,0.001,12,0.018912825651302607,0.0071893787575150305,0.0022044088176352704,0.010070140280561123,0.004158316633266533,0.0012024048096192384
0.02,10000.0,1,0.001,13,0.019313627254509018,0.007990981963927855,0.002479959919839679,0.010245490981963928,0.004534068136272545,0.0013527054108216433
0.02,10000.0,1,0.001,14,0.0186623246492986,0.00751503006012024,0.002404809619238477,0.00969438877755511,0.004008016032064128,0.0009769539078156313
0.02,10000.0,1,0.001,15,0.019213426853707416,0.007640280561122244,0.002279559118236473,0.010270541082164329,0.0037074148296593187,0.0010521042084168336
0.02,10000.0,1,0.001,16,0.019864729458917835,0.008241482965931864,0.002655310621242485,0.011748496993987976,0.004959919839679358,0.0014779559118236474
0.02,10000.0,1,0.001,17,0.018837675350701404,0.008291583166332665,0.0024549098196392787,0.01004509018036072,0.004559118236472946,0.00125250501002004
0.02,10000.0,1,0.001,18,0.01973947895791583,0.008041082164328658,0.003056112224448898,0.01092184368737475,0.005060120240480962,0.0018286573146292584
0.02,10000.0,1,0.001,19,0.019564128256513026,0.008091182364729459,0.002780561122244489,0.010220440881763528,0.004283567134268537,0.0014529058116232465
0.02,10000.0,1,0.001,20,0.01973947895791583,0.007865731462925851,0.002404809619238477,0.010170340681362725,0.00438376753507014,0.0014529058116232465
0.02,10000.0,1,0.001,21,0.020490981963927856,0.008341683366733467,0.0027555110220440883,0.01062124248496994,0.004784569138276553,0.001503006012024048
0.02,10000.0,1,0.001,22,0.01973947895791583,0.007990981963927855,0.0023797595190380764,0.01089679358717435,0.00438376753507014,0.0013026052104208416
0.02,10000.0,1,0.001,23,0.019288577154308616,0.007690380761523046,0.0023547094188376754,0.010195390781563127,0.00408316633266533,0.0013026052104208416
0.02,10000.0,1,0.001,24,0.019714428857715433,0.007865731462925851,0.002930861723446894,0.010596192384769538,0.004559118236472946,0.0016032064128256513
0.02,10000.0,1,0.001,25,0.01841182364729459,0.00784068136272545,0.002404809619238477,0.009619238476953907,0.004233466933867736,0.0010521042084168336
0.02,10000.0,1,0.001,26,0.01848697394789579,0.007414829659318637,0.0022294589178356713,0.009869739478957916,0.004483967935871743,0.0012274549098196393
0.02,10000.0,1,0.001,27,0.018286573146292586,0.0068386773547094186,0.0019789579158316635,0.009619238476953907,0.0036322645290581164,0.0008517034068136273
0.02,10000.0,1,0.001,28,0.020015030060120242,0.008391783567134268,0.002780561122244489,0.011047094188376754,0.0045090180360721445,0.0014779559118236474
0.02,10000.0,1,0.001,29,0.017635270541082163,0.00686372745490982,0.0020791583166332667,0.009569138276553106,0.003907815631262525,0.001027054108216433
0.02,10000.0,1,0.001,30,0.01938877755511022,0.007715430861723447,0.0027054108216432865,0.010546092184368737,0.00438376753507014,0.0015781563126252506
0.02,10000.0,1,0.001,31,0.01906312625250501,0.007790581162324649,0.0024298597194388778,0.010721442885771542,0.004934869739478958,0.001528056112224449
0.02,10000.0,1,0.001,32,0.018812625250501,0.006938877755511022,0.0023296593186372745,0.01004509018036072,0.0036072144288577155,0.0011523046092184368
0.02,10000.0,1,0.001,33,0.01906312625250501,0.007264529058116233,0.0023797595190380764,0.01092184368737475,0.004534068136272545,0.001628256513026052
0.02,10000.0,1,0.001,34,0.020440881763527055,0.008441883767535071,0.0026052104208416833,0.010521042084168337,0.0046843687374749495,0.0014278557114228458
0.02,10000.0,1,0.001,35,0.021417835671342686,0.007915831663326654,0.0023547094188376754,0.011397795591182364,0.004283567134268537,0.0013026052104208416
0.02,10000.0,1,0.001,36,0.01958917835671343,0.007314629258517034,0.0022044088176352704,0.00996993987975952,0.004133266533066132,0.0011773547094188377
0.02,10000.0,1,0.001,37,0.019188376753507014,0.007740480961923848,0.0024549098196392787,0.009819639278557115,0.004283567134268537,0.0013026052104208416
0.02,10000.0,1,0.001,38,0.020741482965931864,0.008216432865731463,0.002655310621242485,0.010671342685370741,0.0043336673346693385,0.0013527054108216433
0.02,10000.0,1,0.001,39,0.019088176352705412,0.007314629258517034,0.00217935871743487,0.01004509018036072,0.003957915831663327,0.0013276553106212426
0.02,10000.0,1,0.001,40,0.01846192384769539,0.007890781563126252,0.0025801603206412824,0.00969438877755511,0.004183366733466934,0.0013527054108216433
0.02,10000.0,1,0.001,41,0.018937875751503006,0.00748997995991984,0.0023797595190380764,0.01124749498997996,0.004559118236472946,0.0015781563126252506
0.02,10000.0,1,0.001,42,0.019964929859719437,0.008016032064128256,0.0022044088176352704,0.010395791583166333,0.0043336673346693385,0.0010771543086172345
0.02,10000.0,1,0.001,43,0.019288577154308616,0.0075901803607214425,0.0027054108216432865,0.009919839679358717,0.00408316633266533,0.0014529058116232465
0.02,10000.0,1,0.001,44,0.02026553106212425,0.008091182364729459,0.002479959919839679,0.011497995991983968,0.004609218436873747,0.0013777555110220442
0.02,10000.0,1,0.001,45,0.0187625250501002,0.00811623246492986,0.002404809619238477,0.010646292585170341,0.004609218436873747,0.00125250501002004
0.02,10000.0,1,0.001,46,0.019488977955911823,0.008391783567134268,0.002530060120240481,0.010671342685370741,0.004934869739478958,0.0013026052104208416
0.02,10000.0,1,0.001,47,0.018687374749498997,0.007389779559118236,0.00250501002004008,0.009293587174348698,0.003807615230460922,0.0010521042084168336
0.02,10000.0,1,0.001,48,0.020365731462925852,0.008316633266533067,0.0026803607214428856,0.010671342685370741,0.0043336673346693385,0.0014529058116232465
0.02,10000.0,1,0.001,49,0.020541082164328657,0.00748997995991984,0.0022044088176352704,0.011598196392785571,0.004559118236472946,0.0012274549098196393
0.02,10000.0,1,0.001,50,0.020215430861723446,0.00814128256513026,0.0027555110220440883,0.011072144288577154,0.004659318637274549,0.0014028056112224449
0.02,10000.0,1,0.001,51,0.019889779559118238,0.00748997995991984,0.0026052104208416833,0.010996993987975951,0.0039829659318637274,0.0013527054108216433
0.02,10000.0,1,0.001,52,0.01973947895791583,0.00784068136272545,0.00187875751503006,0.010420841683366733,0.004208416833667334,0.0008767535070140281
