shat,w_size,M,pA,rep,o999,o9999,o99999,o999_irs,o9999_irs,o99999_irs
0.01,10000.0,1,0.0001,289,0.00135,0.0003,2.5e-05,0.000375,0.00015,0.0
0.01,10000.0,1,0.0001,290,0.001375,0.000375,5e-05,0.000625,0.000225,0.0
0.01,10000.0,1,0.0001,291,0.001475,0.0002,0.0,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,292,0.001475,0.000225,0.0,0.00045,0.000125,0.0
0.01,10000.0,1,0.0001,293,0.001225,0.000175,2.5e-05,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,294,0.001575,0.000275,2.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,295,0.0014,0.0002,0.0,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,296,0.001375,0.0002,0.0,0.00045,2.5e-05,0.0
0.01,10000.0,1,0.0001,297,0.001475,0.000325,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,298,0.001525,0.000325,2.5e-05,0.000475,0.0002,0.0
0.01,10000.0,1,0.0001,299,0.0013,0.0001,0.0,0.000325,2.5e-05,0.0
0.01,10000.0,1,0.0001,300,0.001175,0.000125,5e-05,0.0003,7.5e-05,0.0
0.01,10000.0,1,0.0001,301,0.00155,0.000225,0.0,0.00065,0.000175,0.0
0.01,10000.0,1,0.0001,302,0.001475,0.000225,2.5e-05,0.000425,0.00015,0.0
0.01,10000.0,1,0.0001,303,0.001275,0.0002,0.0,0.000275,0.0001,0.0
0.01,10000.0,1,0.0001,304,0.001575,0.00015,5e-05,0.00035,2.5e-05,0.0
0.01,10000.0,1,0.0001,305,0.0014,0.000225,0.0,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,306,0.002175,0.00035,2.5e-05,0.0007,0.00015,0.0
0.01,10000.0,1,0.0001,307,0.001725,0.000225,2.5e-05,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,308,0.0017,0.00015,2.5e-05,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,309,0.001225,0.000125,0.0,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,310,0.0016,0.0003,0.0,0.00045,0.000175,0.0
0.01,10000.0,1,0.0001,311,0.001225,0.000275,2.5e-05,0.000325,0.000125,0.0
0.01,10000.0,1,0.0001,312,0.0015,0.00025,0.0,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,313,0.001625,0.000225,0.0,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,314,0.001575,0.000225,0.0,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,315,0.001475,0.0002,0.0,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,316,0.001975,0.000275,5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,317,0.0012,0.000225,0.0,0.000475,0.00015,0.0
0.01,10000.0,1,0.0001,318,0.0011,0.000175,5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,319,0.00165,0.0003,0.0,0.000675,0.000125,0.0
0.01,10000.0,1,0.0001,320,0.00145,0.00025,2.5e-05,0.000625,0.000125,0.0
0.01,10000.0,1,0.0001,321,0.00165,0.00025,5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,322,0.00145,0.000275,0.0,0.000375,0.00015,0.0
0.01,10000.0,1,0.0001,323,0.001525,0.00025,0.0,0.0006,0.000175,0.0
0.01,10000.0,1,0.0001,324,0.001525,0.00025,7.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,325,0.001625,0.000325,0.0,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,326,0.001725,0.00035,0.0,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,327,0.001525,0.000275,0.0,0.0004,0.00015,0.0
0.01,10000.0,1,0.0001,328,0.0014,0.000175,2.5e-05,0.00035,2.5e-05,0.0
0.01,10000.0,1,0.0001,329,0.0016,0.000275,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,330,0.0014,0.0001,0.0,0.00045,2.5e-05,0.0
0.01,10000.0,1,0.0001,331,0.0016,0.00015,0.0,0.00055,0.000125,0.0
0.01,10000.0,1,0.0001,332,0.001175,0.0002,2.5e-05,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,333,0.0015,0.0002,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,334,0.001325,0.000175,0.0,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,335,0.0016,0.0003,0.0,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,336,0.00145,0.0003,2.5e-05,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,337,0.001825,0.000325,0.0,0.000675,0.000225,0.0
0.01,10000.0,1,0.0001,338,0.001525,0.000275,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,339,0.00115,0.000175,2.5e-05,0.0002,0.0001,0.0
0.01,10000.0,1,0.0001,340,0.0015,5e-05,0.0,0.000575,2.5e-05,0.0
0.01,10000.0,1,0.0001,341,0.001575,0.000325,2.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,342,0.001525,0.00025,2.5e-05,0.00045,0.00015,0.0
0.01,10000.0,1,0.0001,343,0.00145,0.00025,0.0,0.0005,0.000175,0.0
0.01,10000.0,1,0.0001,344,0.0015,0.000275,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,345,0.001225,0.000125,0.0,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,346,0.001525,0.000225,2.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,347,0.001675,0.00025,5e-05,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,348,0.001275,0.000275,0.0,0.0005,0.000175,0.0
0.01,10000.0,1,0.0001,349,0.0013,0.000375,2.5e-05,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,350,0.0016,0.00025,5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,351,0.00145,0.000225,5e-05,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,352,0.0014,0.0004,2.5e-05,0.00055,0.00025,0.0
0.01,10000.0,1,0.0001,353,0.0016,0.00025,2.5e-05,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,354,0.0013,0.000325,0.0,0.00045,0.0002,0.0
0.01,10000.0,1,0.0001,355,0.0017,0.000225,2.5e-05,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,356,0.00155,0.00025,2.5e-05,0.00065,0.000225,0.0
0.01,10000.0,1,0.0001,357,0.0017,0.000225,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,358,0.00135,0.000225,2.5e-05,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,359,0.001575,0.000175,2.5e-05,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,360,0.001125,0.0002,0.0,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,361,0.001525,0.0003,2.5e-05,0.00055,7.5e-05,0.0
0.01,10000.0,1,0.0001,362,0.0014,0.000225,2.5e-05,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,363,0.001725,0.00015,2.5e-05,0.000675,0.0001,0.0
0.01,10000.0,1,0.0001,364,0.0012,0.00015,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,365,0.00165,0.00025,0.0,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,366,0.001125,0.0001,0.0,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,367,0.00145,0.00025,5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,368,0.001575,0.00035,2.5e-05,0.0007,0.0002,0.0
0.01,10000.0,1,0.0001,369,0.001425,0.00025,0.0,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,370,0.0013,0.000125,0.0,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,371,0.001425,0.00025,5e-05,0.000625,0.000125,0.0
0.01,10000.0,1,0.0001,372,0.001575,0.0003,0.0,0.000725,0.0002,0.0
0.01,10000.0,1,0.0001,373,0.001425,0.000175,2.5e-05,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,374,0.001375,0.00025,0.0,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,375,0.0014,0.000175,2.5e-05,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,376,0.001375,0.000225,5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,377,0.001375,0.000275,0.0001,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,378,0.001725,0.000275,7.5e-05,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,379,0.001775,0.000225,2.5e-05,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,380,0.00175,0.000425,5e-05,0.00055,0.000275,0.0
0.01,10000.0,1,0.0001,381,0.00115,0.000175,0.0,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,382,0.001525,0.000175,0.0,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,383,0.0012,0.000175,2.5e-05,0.00035,5e-05,0.0
0.01,10000.0,1,0.0001,384,0.00145,0.0002,0.0,0.000675,0.000125,0.0
0.01,10000.0,1,0.0001,385,0.001525,0.000225,2.5e-05,0.000425,7.5e-05,0.0
0.01,10000.0,1,0.0001,386,0.001425,0.00025,0.0,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,387,0.001175,0.000125,0.0,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,388,0.0019,0.0003,5e-05,0.000825,0.000175,0.0
0.01,10000.0,1,0.0001,389,0.001625,0.000375,7.5e-05,0.000375,0.00015,0.0
0.01,10000.0,1,0.0001,390,0.00145,0.000275,0.0,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,391,0.001425,0.00025,7.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,392,0.0016,0.000225,0.0,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,393,0.0015,0.000125,0.0,0.000575,5e-05,0.0
0.01,10000.0,1,0.0001,394,0.001775,0.000175,2.5e-05,0.000775,7.5e-05,0.0
0.01,10000.0,1,0.0001,395,0.00135,0.000225,2.5e-05,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,396,0.00125,0.000125,0.0,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,397,0.001575,0.00035,2.5e-05,0.000575,0.00015,0.0
0.01,10000.0,1,0.0001,398,0.0015,0.000325,2.5e-05,0.00065,0.00015,0.0
0.01,10000.0,1,0.0001,399,0.00155,0.00025,5e-05,0.000425,5e-05,0.0
0.01,10000.0,1,0.0001,400,0.00125,0.000225,7.5e-05,0.000375,2.5e-05,0.0
0.01,10000.0,1,0.0001,401,0.001575,0.000325,5e-05,0.000425,0.000175,0.0
0.01,10000.0,1,0.0001,402,0.001425,0.000175,0.0,0.00045,0.000125,0.0
0.01,10000.0,1,0.0001,403,0.00175,0.000375,0.0,0.000625,0.00015,0.0
0.01,10000.0,1,0.0001,404,0.001675,0.00035,7.5e-05,0.000625,0.0002,0.0
0.01,10000.0,1,0.0001,405,0.00175,0.000375,0.0,0.000575,0.000275,0.0
0.01,10000.0,1,0.0001,406,0.001525,0.000275,2.5e-05,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,407,0.001675,0.000275,2.5e-05,0.00065,0.000175,0.0
0.01,10000.0,1,0.0001,408,0.00115,0.000175,0.0,0.0003,5e-05,0.0
0.01,10000.0,1,0.0001,409,0.001575,0.00015,2.5e-05,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,410,0.0016,0.00025,2.5e-05,0.000325,5e-05,0.0
0.01,10000.0,1,0.0001,411,0.0016,0.000325,0.0,0.000775,0.0002,0.0
0.01,10000.0,1,0.0001,412,0.00145,0.0003,5e-05,0.00075,0.000225,0.0
0.01,10000.0,1,0.0001,413,0.001425,0.000275,5e-05,0.000675,0.0002,0.0
0.01,10000.0,1,0.0001,414,0.001425,0.000125,0.0,0.000425,5e-05,0.0
0.01,10000.0,1,0.0001,415,0.0016,0.000225,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,416,0.0016,0.000275,0.0,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,417,0.001675,0.000425,2.5e-05,0.00055,0.000225,0.0
0.01,10000.0,1,0.0001,418,0.001675,0.000375,7.5e-05,0.000625,0.0002,0.0
0.01,10000.0,1,0.0001,419,0.0017,0.000175,0.0,0.0006,7.5e-05,0.0
0.01,10000.0,1,0.0001,420,0.0017,0.000375,0.0,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,421,0.0019,0.0004,5e-05,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,422,0.0016,0.000275,2.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,423,0.001425,0.00025,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,424,0.001375,0.0002,5e-05,0.00045,7.5e-05,0.0
0.01,10000.0,1,0.0001,425,0.00145,0.000175,2.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,426,0.00155,0.00025,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,427,0.0014,0.000225,5e-05,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,428,0.00155,0.0004,2.5e-05,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,429,0.001275,0.000175,2.5e-05,0.00035,0.00015,0.0
0.01,10000.0,1,0.0001,430,0.001225,0.000275,2.5e-05,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,431,0.001275,0.0003,7.5e-05,0.000475,0.00015,0.0
0.01,10000.0,1,0.0001,432,0.001125,0.000225,2.5e-05,0.00035,0.000125,0.0
0.01,10000.0,1,0.0001,433,0.001825,0.000325,0.0,0.0007,0.00025,0.0
0.01,10000.0,1,0.0001,434,0.001225,0.000275,0.0,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,435,0.001575,0.000325,0.0,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,436,0.001525,0.0003,2.5e-05,0.00065,0.00015,0.0
0.01,10000.0,1,0.0001,437,0.001375,0.000275,5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,438,0.0015,0.000175,2.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,439,0.00155,0.000225,2.5e-05,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,440,0.00135,0.000175,2.5e-05,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,441,0.0012,0.0002,0.0,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,442,0.001475,0.0002,2.5e-05,0.0003,7.5e-05,0.0
0.01,10000.0,1,0.0001,443,0.001725,0.0002,5e-05,0.000675,7.5e-05,0.0
0.01,10000.0,1,0.0001,444,0.001425,0.0002,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,445,0.001375,0.00035,7.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,446,0.0016,0.000225,0.0,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,447,0.0015,0.0003,5e-05,0.000425,7.5e-05,0.0
0.01,10000.0,1,0.0001,448,0.001775,0.000325,5e-05,0.000525,0.00015,0.0
0.01,10000.0,1,0.0001,449,0.0015,0.0002,5e-05,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,450,0.001525,0.00025,5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,451,0.00135,0.0002,0.0,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,452,0.00165,0.000375,2.5e-05,0.000675,0.000275,0.0
0.01,10000.0,1,0.0001,453,0.001775,0.000225,2.5e-05,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,454,0.00165,0.00035,0.0,0.000675,0.00025,0.0
0.01,10000.0,1,0.0001,455,0.0013,0.0002,2.5e-05,0.00035,0.000125,0.0
0.01,10000.0,1,0.0001,456,0.001475,0.000225,5e-05,0.000675,0.0001,0.0
0.01,10000.0,1,0.0001,457,0.0016,0.000475,0.0,0.000475,0.000225,0.0
0.01,10000.0,1,0.0001,458,0.001425,0.000125,0.0,0.0004,5e-05,0.0
0.01,10000.0,1,0.0001,459,0.0014,0.000175,0.0,0.000625,0.000175,0.0
0.01,10000.0,1,0.0001,460,0.0013,0.0001,0.0,0.000325,0.0,0.0
0.01,10000.0,1,0.0001,461,0.001175,7.5e-05,0.0,0.000325,5e-05,0.0
0.01,10000.0,1,0.0001,462,0.001675,0.0001,2.5e-05,0.00035,5e-05,0.0
0.01,10000.0,1,0.0001,463,0.001625,0.00025,0.0,0.000625,0.00015,0.0
0.01,10000.0,1,0.0001,464,0.001475,0.000225,0.0,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,465,0.0012,0.000325,7.5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,466,0.001575,0.0002,0.0,0.000425,7.5e-05,0.0
0.01,10000.0,1,0.0001,467,0.00165,0.0003,0.0,0.0007,0.000275,0.0
0.01,10000.0,1,0.0001,468,0.001725,0.00035,0.0,0.000675,0.00025,0.0
0.01,10000.0,1,0.0001,469,0.0017,0.000275,5e-05,0.000675,0.00015,0.0
0.01,10000.0,1,0.0001,470,0.00175,0.000225,0.0,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,471,0.001675,0.00045,5e-05,0.00065,0.000275,0.0
0.01,10000.0,1,0.0001,472,0.001325,0.000425,7.5e-05,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,473,0.001675,0.000325,2.5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,474,0.00125,0.000275,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,475,0.001175,0.000225,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,476,0.001425,0.000225,2.5e-05,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,477,0.0019,0.000225,2.5e-05,0.00055,0.000125,0.0
0.01,10000.0,1,0.0001,478,0.00145,0.0004,2.5e-05,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,479,0.00225,0.00045,0.0,0.0008,0.00025,0.0
0.01,10000.0,1,0.0001,480,0.001475,0.000275,5e-05,0.000725,0.0002,0.0
0.01,10000.0,1,0.0001,481,0.001475,0.00025,0.0,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,482,0.001575,0.000275,0.0,0.00045,0.00015,0.0
0.01,10000.0,1,0.0001,483,0.002025,0.000275,7.5e-05,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,484,0.00125,0.0002,2.5e-05,0.00035,5e-05,0.0
0.01,10000.0,1,0.0001,485,0.00175,0.000325,2.5e-05,0.000625,0.0002,0.0
0.01,10000.0,1,0.0001,486,0.0011,0.00015,0.0,0.000375,5e-05,0.0
0.01,10000.0,1,0.0001,487,0.00135,0.000175,0.0,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,488,0.001225,0.000225,2.5e-05,0.000275,0.0001,0.0
0.01,10000.0,1,0.0001,489,0.001725,0.000275,0.0,0.000725,0.00025,0.0
0.01,10000.0,1,0.0001,490,0.00155,0.00015,0.0,0.00055,0.000125,0.0
0.01,10000.0,1,0.0001,491,0.0014,0.00025,0.0,0.000275,0.000125,0.0
0.01,10000.0,1,0.0001,492,0.00125,0.00015,0.0,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,493,0.00135,0.00045,5e-05,0.000475,0.0002,0.0
0.01,10000.0,1,0.0001,494,0.001375,0.000175,0.0,0.00045,0.00015,0.0
0.01,10000.0,1,0.0001,495,0.0015,0.000275,2.5e-05,0.00055,0.000175,0.0
0.01,10000.0,1,0.0001,496,0.00165,0.00025,2.5e-05,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,497,0.001775,0.00025,5e-05,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,498,0.001325,0.00015,0.0,0.000575,7.5e-05,0.0
0.01,10000.0,1,0.0001,499,0.0013,0.000275,0.0,0.0006,0.000225,0.0
0.01,10000.0,1,0.0001,500,0.0017,0.00025,5e-05,0.0006,0.000175,0.0
0.01,10000.0,1,0.0001,501,0.001475,0.000275,7.5e-05,0.000475,0.000175,0.0
0.01,10000.0,1,0.0001,502,0.00125,0.0003,2.5e-05,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,503,0.001375,0.00015,7.5e-05,0.00035,0.0,0.0
0.01,10000.0,1,0.0001,504,0.001425,0.000175,5e-05,0.000375,2.5e-05,0.0
0.01,10000.0,1,0.0001,505,0.001525,0.000225,2.5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,506,0.0015,0.000125,2.5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,507,0.001675,0.0005,7.5e-05,0.000525,0.00025,0.0
0.01,10000.0,1,0.0001,508,0.001425,0.000325,0.0,0.0006,0.000175,0.0
0.01,10000.0,1,0.0001,509,0.001475,0.00025,5e-05,0.00045,5e-05,0.0
0.01,10000.0,1,0.0001,510,0.0016,7.5e-05,0.0,0.000575,5e-05,0.0
0.01,10000.0,1,0.0001,511,0.0015,0.000275,7.5e-05,0.000475,5e-05,0.0
0.01,10000.0,1,0.0001,512,0.00155,0.0003,0.0,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,513,0.001325,0.000175,0.0,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,514,0.0014,0.0002,5e-05,0.000425,7.5e-05,0.0
0.01,10000.0,1,0.0001,515,0.0014,0.00025,0.0,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,516,0.00145,0.00025,0.0,0.000325,0.0001,0.0
0.01,10000.0,1,0.0001,517,0.0014,0.0002,0.0,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,518,0.0014,0.000125,5e-05,0.0004,2.5e-05,0.0
0.01,10000.0,1,0.0001,519,0.00175,0.00025,0.0,0.00065,0.000125,0.0
0.01,10000.0,1,0.0001,520,0.00175,0.000325,5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,521,0.0013,0.000275,0.0,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,522,0.001425,0.0003,0.0,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,523,0.001575,0.000225,5e-05,0.000575,5e-05,0.0
0.01,10000.0,1,0.0001,524,0.0016,0.000175,2.5e-05,0.000325,7.5e-05,0.0
0.01,10000.0,1,0.0001,525,0.001325,0.00025,2.5e-05,0.00035,0.000175,0.0
0.01,10000.0,1,0.0001,526,0.0018,0.0004,0.0,0.000625,0.0003,0.0
0.01,10000.0,1,0.0001,527,0.001425,0.00025,0.0,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,528,0.001525,0.000275,5e-05,0.0003,0.0001,0.0
0.01,10000.0,1,0.0001,529,0.00135,0.000225,5e-05,0.0003,7.5e-05,0.0
0.01,10000.0,1,0.0001,530,0.00165,0.000225,7.5e-05,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,531,0.001625,0.00015,0.0,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,532,0.0013,0.000275,5e-05,0.000525,0.000175,0.0
0.01,10000.0,1,0.0001,533,0.001375,0.0002,5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,534,0.001225,7.5e-05,2.5e-05,0.00035,2.5e-05,0.0
0.01,10000.0,1,0.0001,535,0.001675,0.0003,5e-05,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,536,0.0015,0.000325,5e-05,0.000625,0.000125,0.0
0.01,10000.0,1,0.0001,537,0.0016,0.00025,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,538,0.001425,0.000275,5e-05,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,539,0.00155,7.5e-05,0.0,0.0005,2.5e-05,0.0
0.01,10000.0,1,0.0001,540,0.001475,0.0002,0.0,0.000525,5e-05,0.0
0.01,10000.0,1,0.0001,541,0.00125,0.000275,2.5e-05,0.00035,2.5e-05,0.0
0.01,10000.0,1,0.0001,542,0.0016,0.00025,0.0,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,543,0.001575,0.000325,2.5e-05,0.0005,0.0002,0.0
0.01,10000.0,1,0.0001,544,0.001475,7.5e-05,0.0,0.000425,5e-05,0.0
0.01,10000.0,1,0.0001,545,0.00145,0.0002,0.0,0.000625,0.000175,0.0
0.01,10000.0,1,0.0001,546,0.0014,0.000275,2.5e-05,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,547,0.00145,0.000175,2.5e-05,0.00055,7.5e-05,0.0
0.01,10000.0,1,0.0001,548,0.0013,0.000175,5e-05,0.00045,7.5e-05,0.0
0.01,10000.0,1,0.0001,549,0.001725,0.000275,0.0,0.000625,0.0001,0.0
0.01,10000.0,1,0.0001,550,0.001625,0.00025,0.0,0.00035,5e-05,0.0
0.01,10000.0,1,0.0001,551,0.001375,0.00035,5e-05,0.000525,0.0002,0.0
0.01,10000.0,1,0.0001,552,0.0013,7.5e-05,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,553,0.00155,0.0003,2.5e-05,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,554,0.001375,0.000275,2.5e-05,0.0004,0.000175,0.0
0.01,10000.0,1,0.0001,555,0.0013,0.00025,5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,556,0.001575,0.00025,0.0,0.00065,0.00015,0.0
0.01,10000.0,1,0.0001,557,0.001575,0.000275,7.5e-05,0.000575,0.0001,0.0
0.01,10000.0,1,0.0001,558,0.001675,0.00025,2.5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,559,0.001275,0.0003,2.5e-05,0.00025,5e-05,0.0
0.01,10000.0,1,0.0001,560,0.0016,0.000175,2.5e-05,0.00065,0.00015,0.0
0.01,10000.0,1,0.0001,561,0.00145,0.000175,2.5e-05,0.000375,2.5e-05,0.0
0.01,10000.0,1,0.0001,562,0.001325,0.00015,5e-05,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,563,0.001825,0.000275,5e-05,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,564,0.001425,0.000125,2.5e-05,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,565,0.00135,0.0002,5e-05,0.00045,2.5e-05,0.0
0.01,10000.0,1,0.0001,566,0.001725,0.00035,5e-05,0.00065,0.000175,0.0
0.01,10000.0,1,0.0001,567,0.001925,0.00025,0.0,0.00075,0.0002,0.0
0.01,10000.0,1,0.0001,568,0.001775,0.000425,0.0001,0.000775,0.0002,0.0
0.01,10000.0,1,0.0001,569,0.0015,0.000325,2.5e-05,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,570,0.001725,0.00025,0.0,0.000575,0.00015,0.0
0.01,10000.0,1,0.0001,571,0.001625,0.0003,2.5e-05,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,572,0.001675,0.0004,5e-05,0.00065,0.000225,0.0
0.01,10000.0,1,0.0001,573,0.001475,0.00015,0.0,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,574,0.001575,0.000225,2.5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,575,0.001375,0.000225,2.5e-05,0.000425,7.5e-05,0.0
0.01,10000.0,1,0.0001,576,0.00155,0.00025,7.5e-05,0.00065,0.000125,0.0
0.01,10000.0,1,0.0001,577,0.00175,0.00035,2.5e-05,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,578,0.001775,0.000375,7.5e-05,0.000875,0.0002,0.0
0.01,10000.0,1,0.0001,579,0.0017,0.000275,2.5e-05,0.000675,0.00015,0.0
