shat,w_size,M,pA,rep,o999,o9999,o99999,o999_irs,o9999_irs,o99999_irs
0.01,10000.0,1,0.0001,83,0.001475,0.000225,2.5e-05,0.0004,5e-05,0.0
0.01,10000.0,1,0.0001,84,0.00175,0.00025,0.0,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,85,0.001675,0.0003,7.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,86,0.0013,0.000175,2.5e-05,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,87,0.00125,0.00025,5e-05,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,88,0.001825,0.00025,2.5e-05,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,89,0.00135,0.000225,7.5e-05,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,90,0.00185,0.00015,0.0,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,91,0.001425,0.000175,0.0,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,92,0.001425,0.000325,5e-05,0.0005,0.0002,0.0
0.01,10000.0,1,0.0001,93,0.001625,0.0002,2.5e-05,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,94,0.001725,0.00035,0.0,0.00045,0.000175,0.0
0.01,10000.0,1,0.0001,95,0.00135,0.0002,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,96,0.001375,0.0001,0.0,0.0004,2.5e-05,0.0
0.01,10000.0,1,0.0001,97,0.00155,0.0003,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,98,0.00145,0.00025,7.5e-05,0.0006,0.000175,0.0
0.01,10000.0,1,0.0001,99,0.001575,0.000275,5e-05,0.0005,0.0002,0.0
0.01,10000.0,1,0.0001,100,0.0012,0.00015,0.0,0.000375,5e-05,0.0
0.01,10000.0,1,0.0001,101,0.00185,0.0002,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,102,0.001175,0.000175,0.0,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,103,0.00135,0.000225,0.0,0.00035,0.000125,0.0
0.01,10000.0,1,0.0001,104,0.00165,0.00035,0.0,0.000725,0.00025,0.0
0.01,10000.0,1,0.0001,105,0.001925,0.000475,2.5e-05,0.00075,0.00025,0.0
0.01,10000.0,1,0.0001,106,0.001225,0.00025,0.0,0.000475,0.000175,0.0
0.01,10000.0,1,0.0001,107,0.00185,0.000425,5e-05,0.000775,0.00025,0.0
0.01,10000.0,1,0.0001,108,0.001175,0.000175,2.5e-05,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,109,0.00135,0.000175,2.5e-05,0.000275,2.5e-05,0.0
0.01,10000.0,1,0.0001,110,0.0017,0.000425,0.0,0.0007,0.000275,0.0
0.01,10000.0,1,0.0001,111,0.001425,0.0002,0.0,0.000725,0.000175,0.0
0.01,10000.0,1,0.0001,112,0.001375,0.0003,0.0,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,113,0.001325,0.000175,5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,114,0.001225,0.000175,0.0,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,115,0.001575,0.000325,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,116,0.001075,0.000175,0.0,0.000325,0.000125,0.0
0.01,10000.0,1,0.0001,117,0.001675,0.000125,0.0,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,118,0.001275,0.000175,2.5e-05,0.00035,0.0001,0.0
0.01,10000.0,1,0.0001,119,0.001575,0.000225,2.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,120,0.00155,0.0002,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,121,0.001225,0.00015,2.5e-05,0.000475,5e-05,0.0
0.01,10000.0,1,0.0001,122,0.00155,0.0002,7.5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,123,0.00185,0.00045,5e-05,0.000775,0.0002,0.0
0.01,10000.0,1,0.0001,124,0.00145,0.0002,5e-05,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,125,0.00145,0.000325,2.5e-05,0.00075,0.00025,0.0
0.01,10000.0,1,0.0001,126,0.001575,0.00025,2.5e-05,0.000525,0.000175,0.0
0.01,10000.0,1,0.0001,127,0.001575,0.00025,5e-05,0.0003,5e-05,0.0
0.01,10000.0,1,0.0001,128,0.00205,0.000425,5e-05,0.000725,0.0002,0.0
0.01,10000.0,1,0.0001,129,0.001325,0.0002,0.0,0.000375,0.00015,0.0
0.01,10000.0,1,0.0001,130,0.0015,0.000175,2.5e-05,0.000475,5e-05,0.0
0.01,10000.0,1,0.0001,131,0.001,0.000225,2.5e-05,0.00025,2.5e-05,0.0
0.01,10000.0,1,0.0001,132,0.001475,0.00015,0.0,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,133,0.001475,0.000375,5e-05,0.00065,0.000275,0.0
0.01,10000.0,1,0.0001,134,0.0019,0.00025,5e-05,0.00065,0.000175,0.0
0.01,10000.0,1,0.0001,135,0.0014,0.0003,7.5e-05,0.000425,0.00015,0.0
0.01,10000.0,1,0.0001,136,0.0015,0.000175,5e-05,0.000275,5e-05,0.0
0.01,10000.0,1,0.0001,137,0.00175,0.00045,5e-05,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,138,0.00175,0.00025,0.0,0.0005,0.0001,0.0
0.01,10000.0,1,0.0001,139,0.00165,0.00025,0.0,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,140,0.0016,0.00025,5e-05,0.000575,0.0001,0.0
0.01,10000.0,1,0.0001,141,0.0017,0.000175,2.5e-05,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,142,0.0015,0.00035,2.5e-05,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,143,0.0013,0.000175,2.5e-05,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,144,0.00165,0.00015,0.0,0.0006,0.0001,0.0
0.01,10000.0,1,0.0001,145,0.0013,0.000175,5e-05,0.000325,5e-05,0.0
0.01,10000.0,1,0.0001,146,0.001425,0.00035,7.5e-05,0.0005,0.0002,0.0
0.01,10000.0,1,0.0001,147,0.0018,0.0003,5e-05,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,148,0.00155,0.0002,5e-05,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,149,0.001575,0.000175,2.5e-05,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,150,0.0015,0.000225,5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,151,0.001275,0.00015,0.0,0.00055,7.5e-05,0.0
0.01,10000.0,1,0.0001,152,0.001775,0.000325,2.5e-05,0.00065,0.000175,0.0
0.01,10000.0,1,0.0001,153,0.001375,0.000325,2.5e-05,0.00045,0.0002,0.0
0.01,10000.0,1,0.0001,154,0.0014,0.00025,0.0,0.00055,0.000175,0.0
0.01,10000.0,1,0.0001,155,0.001625,0.000225,5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,156,0.0018,0.000225,2.5e-05,0.000625,7.5e-05,0.0
0.01,10000.0,1,0.0001,157,0.001375,0.000225,5e-05,0.000575,0.00015,0.0
0.01,10000.0,1,0.0001,158,0.00145,0.0004,2.5e-05,0.000575,0.000275,0.0
0.01,10000.0,1,0.0001,159,0.00165,0.0003,7.5e-05,0.000425,5e-05,0.0
0.01,10000.0,1,0.0001,160,0.00135,0.000175,0.0,0.0003,5e-05,0.0
0.01,10000.0,1,0.0001,161,0.0016,0.000425,5e-05,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,162,0.00155,0.000225,2.5e-05,0.000475,7.5e-05,0.0
0.01,10000.0,1,0.0001,163,0.0014,0.000175,0.0,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,164,0.001575,0.00025,7.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,165,0.00125,0.000125,2.5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,166,0.001325,0.000275,2.5e-05,0.0004,0.00015,0.0
0.01,10000.0,1,0.0001,167,0.001675,0.000275,0.000125,0.00045,7.5e-05,0.0
0.01,10000.0,1,0.0001,168,0.0011,0.000175,2.5e-05,0.0003,5e-05,0.0
0.01,10000.0,1,0.0001,169,0.001525,0.000325,5e-05,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,170,0.00165,0.00025,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,171,0.001575,0.000375,2.5e-05,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,172,0.00145,0.000175,2.5e-05,0.00045,0.000125,0.0
0.01,10000.0,1,0.0001,173,0.001325,0.00025,2.5e-05,0.00045,0.0001,0.0
0.01,10000.0,1,0.0001,174,0.001575,0.000275,2.5e-05,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,175,0.001675,0.000275,7.5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,176,0.00145,0.0003,2.5e-05,0.00055,0.000175,0.0
0.01,10000.0,1,0.0001,177,0.0013,0.0002,0.0,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,178,0.001375,0.0002,2.5e-05,0.000375,5e-05,0.0
0.01,10000.0,1,0.0001,179,0.001325,0.00015,5e-05,0.000325,2.5e-05,0.0
0.01,10000.0,1,0.0001,180,0.001475,0.000175,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,181,0.001225,0.000225,0.0,0.0004,0.00015,0.0
0.01,10000.0,1,0.0001,182,0.00145,0.000325,5e-05,0.00045,0.000175,0.0
0.01,10000.0,1,0.0001,183,0.001675,0.00035,2.5e-05,0.00055,0.0002,0.0
0.01,10000.0,1,0.0001,184,0.001525,0.000275,5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,185,0.00135,0.000225,0.0,0.000525,0.00015,0.0
0.01,10000.0,1,0.0001,186,0.00175,0.00025,0.0,0.000675,0.000175,0.0
0.01,10000.0,1,0.0001,187,0.001425,0.000275,2.5e-05,0.000425,0.000175,0.0
0.01,10000.0,1,0.0001,188,0.00125,0.0003,5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,189,0.00115,0.00015,2.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,190,0.001375,0.00015,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,191,0.00115,0.0002,2.5e-05,0.000425,0.00015,0.0
0.01,10000.0,1,0.0001,192,0.001775,0.000325,2.5e-05,0.00055,5e-05,0.0
0.01,10000.0,1,0.0001,193,0.00125,0.00025,5e-05,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,194,0.001875,0.000275,2.5e-05,0.000675,0.0002,0.0
0.01,10000.0,1,0.0001,195,0.00165,0.000375,2.5e-05,0.000525,0.000175,0.0
0.01,10000.0,1,0.0001,196,0.00145,0.000325,2.5e-05,0.000475,0.0002,0.0
0.01,10000.0,1,0.0001,197,0.0013,0.00025,0.0,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,198,0.001175,0.00025,0.0,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,199,0.001075,0.000125,0.0,0.0003,5e-05,0.0
0.01,10000.0,1,0.0001,200,0.00145,0.000225,5e-05,0.0002,7.5e-05,0.0
0.01,10000.0,1,0.0001,201,0.0014,0.000225,0.0,0.00045,0.00015,0.0
0.01,10000.0,1,0.0001,202,0.00195,0.000275,5e-05,0.00075,0.000125,0.0
0.01,10000.0,1,0.0001,203,0.001675,0.0003,0.0,0.000525,0.0002,0.0
0.01,10000.0,1,0.0001,204,0.0016,0.000225,2.5e-05,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,205,0.001675,0.0003,0.0,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,206,0.001525,0.00035,5e-05,0.000475,0.0002,0.0
0.01,10000.0,1,0.0001,207,0.001625,0.0003,0.0001,0.00045,0.000125,0.0
0.01,10000.0,1,0.0001,208,0.001925,0.00035,0.0,0.000575,0.000175,0.0
0.01,10000.0,1,0.0001,209,0.00175,0.000325,5e-05,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,210,0.00155,0.0004,2.5e-05,0.000575,0.000225,0.0
0.01,10000.0,1,0.0001,211,0.001425,0.0003,0.0,0.00045,0.00015,0.0
0.01,10000.0,1,0.0001,212,0.00135,0.00025,0.0,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,213,0.0014,0.000225,0.0,0.0004,0.00015,0.0
0.01,10000.0,1,0.0001,214,0.00175,0.0003,7.5e-05,0.000575,0.0001,0.0
0.01,10000.0,1,0.0001,215,0.002025,0.0003,2.5e-05,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,216,0.001475,0.000125,0.0,0.000525,7.5e-05,0.0
0.01,10000.0,1,0.0001,217,0.00185,0.0003,2.5e-05,0.000675,0.000125,0.0
0.01,10000.0,1,0.0001,218,0.0015,0.0002,0.0,0.0006,0.0001,0.0
0.01,10000.0,1,0.0001,219,0.001625,0.00015,5e-05,0.0006,5e-05,0.0
0.01,10000.0,1,0.0001,220,0.001625,0.00025,0.0,0.000725,0.00015,0.0
0.01,10000.0,1,0.0001,221,0.001225,0.000225,2.5e-05,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,222,0.0014,0.00025,7.5e-05,0.000425,0.0001,0.0
0.01,10000.0,1,0.0001,223,0.0016,0.00025,7.5e-05,0.0005,0.00015,0.0
0.01,10000.0,1,0.0001,224,0.0018,0.00025,5e-05,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,225,0.001675,0.000225,0.0,0.000425,0.00015,0.0
0.01,10000.0,1,0.0001,226,0.00145,0.000175,2.5e-05,0.000325,7.5e-05,0.0
0.01,10000.0,1,0.0001,227,0.00155,0.000325,0.0,0.00055,0.00025,0.0
0.01,10000.0,1,0.0001,228,0.001275,0.000225,7.5e-05,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,229,0.00145,0.0004,0.0,0.00045,0.000225,0.0
0.01,10000.0,1,0.0001,230,0.0014,0.000325,5e-05,0.000375,0.0001,0.0
0.01,10000.0,1,0.0001,231,0.001575,0.0002,0.0,0.00045,0.000125,0.0
0.01,10000.0,1,0.0001,232,0.00145,0.00025,2.5e-05,0.0006,0.000125,0.0
0.01,10000.0,1,0.0001,233,0.001425,0.000175,2.5e-05,0.00035,2.5e-05,0.0
0.01,10000.0,1,0.0001,234,0.0014,0.000275,2.5e-05,0.000625,0.0001,0.0
0.01,10000.0,1,0.0001,235,0.001425,0.00025,2.5e-05,0.000625,0.00015,0.0
0.01,10000.0,1,0.0001,236,0.001425,0.00025,2.5e-05,0.000275,0.0001,0.0
0.01,10000.0,1,0.0001,237,0.0014,0.0003,7.5e-05,0.000525,0.000125,0.0
0.01,10000.0,1,0.0001,238,0.00135,0.000225,2.5e-05,0.000375,7.5e-05,0.0
0.01,10000.0,1,0.0001,239,0.001275,0.000175,0.0,0.000425,0.000125,0.0
0.01,10000.0,1,0.0001,240,0.0014,0.00015,2.5e-05,0.00055,5e-05,0.0
0.01,10000.0,1,0.0001,241,0.001725,0.000475,0.0,0.00075,0.000275,0.0
0.01,10000.0,1,0.0001,242,0.0013,0.000225,0.0,0.000275,7.5e-05,0.0
0.01,10000.0,1,0.0001,243,0.0016,0.00015,0.0,0.0005,7.5e-05,0.0
0.01,10000.0,1,0.0001,244,0.0015,0.000225,0.0,0.00065,0.0001,0.0
0.01,10000.0,1,0.0001,245,0.001475,0.000175,0.0,0.00045,7.5e-05,0.0
0.01,10000.0,1,0.0001,246,0.0014,0.000225,5e-05,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,247,0.001675,0.000275,7.5e-05,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,248,0.001675,0.000175,2.5e-05,0.00065,0.000125,0.0
0.01,10000.0,1,0.0001,249,0.001625,0.00025,0.0,0.000425,5e-05,0.0
0.01,10000.0,1,0.0001,250,0.001725,0.000325,5e-05,0.000575,0.0002,0.0
0.01,10000.0,1,0.0001,251,0.0015,0.000225,0.0,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,252,0.00125,0.000275,7.5e-05,0.000375,0.000125,0.0
0.01,10000.0,1,0.0001,253,0.0014,0.000175,0.0,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,254,0.0014,0.0002,2.5e-05,0.00045,7.5e-05,0.0
0.01,10000.0,1,0.0001,255,0.001725,0.000375,2.5e-05,0.000625,0.000275,0.0
0.01,10000.0,1,0.0001,256,0.00165,0.000375,0.0,0.0006,0.000175,0.0
0.01,10000.0,1,0.0001,257,0.001725,0.000325,0.0,0.0006,0.000225,0.0
0.01,10000.0,1,0.0001,258,0.0013,0.00035,0.0,0.000475,0.000225,0.0
0.01,10000.0,1,0.0001,259,0.00135,0.0002,2.5e-05,0.00055,0.00015,0.0
0.01,10000.0,1,0.0001,260,0.001675,0.0003,0.0,0.000625,0.000175,0.0
0.01,10000.0,1,0.0001,261,0.001475,0.000225,2.5e-05,0.000525,0.0001,0.0
0.01,10000.0,1,0.0001,262,0.0016,0.000175,0.0,0.0007,0.0001,0.0
0.01,10000.0,1,0.0001,263,0.001325,0.0002,2.5e-05,0.000475,0.000175,0.0
0.01,10000.0,1,0.0001,264,0.001625,0.000325,7.5e-05,0.00065,0.0002,0.0
0.01,10000.0,1,0.0001,265,0.00145,0.00025,2.5e-05,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,266,0.0012,0.000325,0.0001,0.0004,0.0001,0.0
0.01,10000.0,1,0.0001,267,0.001775,0.0004,0.0,0.00065,0.000325,0.0
0.01,10000.0,1,0.0001,268,0.001375,0.00035,5e-05,0.000475,0.0002,0.0
0.01,10000.0,1,0.0001,269,0.00155,0.0002,0.0,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,270,0.001425,0.000275,2.5e-05,0.000475,0.00015,0.0
0.01,10000.0,1,0.0001,271,0.001275,0.000175,2.5e-05,0.00035,7.5e-05,0.0
0.01,10000.0,1,0.0001,272,0.0014,0.0003,0.0,0.0004,0.000125,0.0
0.01,10000.0,1,0.0001,273,0.001175,0.000225,5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,274,0.0015,0.0002,0.0,0.00055,0.0001,0.0
0.01,10000.0,1,0.0001,275,0.00165,0.0002,0.0,0.0007,0.000125,0.0
0.01,10000.0,1,0.0001,276,0.0016,0.00025,7.5e-05,0.0006,0.00015,0.0
0.01,10000.0,1,0.0001,277,0.00145,0.000275,0.0,0.000625,0.000175,0.0
0.01,10000.0,1,0.0001,278,0.001525,0.0002,2.5e-05,0.000475,0.0001,0.0
0.01,10000.0,1,0.0001,279,0.0018,0.000375,0.0,0.0006,0.0002,0.0
0.01,10000.0,1,0.0001,280,0.0014,0.0002,2.5e-05,0.00065,0.000125,0.0
0.01,10000.0,1,0.0001,281,0.001875,0.000325,2.5e-05,0.0005,0.000125,0.0
0.01,10000.0,1,0.0001,282,0.001575,0.0003,2.5e-05,0.00065,0.000225,0.0
0.01,10000.0,1,0.0001,283,0.001475,0.0002,5e-05,0.0004,7.5e-05,0.0
0.01,10000.0,1,0.0001,284,0.0015,0.000325,0.0,0.0007,0.000225,0.0
0.01,10000.0,1,0.0001,285,0.0015,0.00015,2.5e-05,0.00035,5e-05,0.0
0.01,10000.0,1,0.0001,286,0.0013,0.000175,2.5e-05,0.000225,5e-05,0.0
0.01,10000.0,1,0.0001,287,0.001475,0.00025,2.5e-05,0.000475,0.000125,0.0
0.01,10000.0,1,0.0001,288,0.0014,0.0003,0.0,0.000575,0.000175,0.0
